Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,target
11,0,33,1,1106,97,17,21,1,0,0,1,1581,1
0,1,32,0,0,0,0,0,1,0,1,1,0,1
0,0,30,0,0,0,0,0,2,0,1,2,0,1
0,0,0,0,228,11,0,1,1,0,0,1,188,1
0,0,25,0,0,0,0,0,1,0,1,1,0,1
10,0,31,0,1115,95,21,22,1,0,0,1,1620,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
6,0,35,0,131,11,8,2,1,0,1,1,287,1
14,1,39,0,599,54,49,37,3,0,1,3,1012,1
0,0,34,0,168,14,0,11,1,0,1,1,141,1
0,0,33,0,0,0,0,0,3,0,1,3,0,1
15,1,33,0,880,52,17,16,2,0,1,2,1176,1
0,0,30,0,266,27,2,29,2,0,1,2,236,1
12,1,29,0,1114,96,16,20,1,0,0,1,1582,1
0,0,27,0,0,0,0,0,1,0,1,1,0,1
5,0,30,0,37,6,7,2,1,0,1,1,166,1
5,1,11,2,328,25,8,8,2,0,0,2,413,1
11,0,32,0,792,44,11,16,2,0,1,2,942,1
18,1,28,0,116,41,9,15,1,0,1,1,300,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
0,1,31,0,0,0,0,0,3,0,1,3,0,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
5,1,2,0,338,15,7,3,2,0,0,2,398,1
0,0,31,0,41,1,2,2,3,0,1,3,34,1
3,0,6,1,329,19,0,7,2,0,0,2,242,1
0,0,33,0,0,0,25,0,1,0,1,1,542,1
32,1,32,0,424,63,44,34,2,0,1,2,1341,1
6,1,29,2,286,42,198,12,2,1,0,2,2046,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
9,1,29,0,542,40,26,27,2,0,1,2,1079,1
12,0,34,1,750,44,14,18,2,0,0,2,967,1
9,0,33,0,531,44,34,31,2,0,1,2,1226,1
0,0,28,0,110,1,1,3,3,0,1,3,54,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
0,1,30,0,0,0,0,0,1,0,1,1,0,1
0,0,29,0,458,24,0,14,1,0,1,1,399,1
13,1,32,0,1112,92,0,20,1,0,0,1,1376,1
0,0,31,0,0,0,0,0,2,0,1,2,0,1
4,0,30,0,420,32,0,25,2,0,1,2,321,1
4,0,32,0,485,44,59,33,2,0,1,2,1550,1
7,0,41,0,37,12,15,3,2,0,1,2,307,1
26,1,29,0,221,45,12,14,2,0,1,2,416,1
18,1,34,0,911,57,37,33,2,0,1,2,1516,1
12,1,29,0,1114,96,16,20,1,0,0,1,1582,1
5,1,35,0,37,6,7,2,2,0,1,2,145,1
9,1,33,0,761,47,41,20,2,0,1,2,1482,1
9,0,34,0,561,50,66,35,3,0,1,3,1218,1
6,0,36,0,454,44,35,30,2,0,1,2,1185,1
21,1,27,0,146,39,5,12,1,0,1,1,235,1
2,1,30,0,1047,81,0,22,1,0,0,1,1181,1
0,0,36,0,0,0,0,0,1,0,1,1,0,1
0,1,7,0,298,21,4,10,1,0,0,1,350,1
5,1,34,0,37,6,7,2,2,0,1,2,145,1
8,0,31,0,1095,92,19,22,1,0,0,1,1587,1
5,0,31,0,37,6,7,2,3,0,1,3,79,1
33,1,38,0,334,63,38,25,2,0,1,2,1162,1
7,0,41,0,37,12,15,3,2,0,1,2,307,1
2,0,38,0,110,13,17,5,3,0,1,3,232,1
10,0,35,0,457,40,20,18,2,0,1,2,845,1
4,0,34,0,102,10,21,15,1,0,1,1,605,1
28,1,32,0,268,53,23,19,2,0,1,2,731,1
4,0,10,2,348,21,10,11,2,0,0,2,485,1
0,0,34,0,168,14,0,11,1,0,1,1,141,1
2,0,25,0,649,29,0,13,1,0,1,1,608,1
0,0,30,0,266,27,2,29,2,0,1,2,236,1
9,1,36,0,177,16,28,17,1,0,1,1,891,1
2,0,37,0,17,8,11,5,1,0,1,1,228,1
0,0,30,0,266,27,2,29,2,0,1,2,236,1
17,1,36,2,822,50,21,20,2,0,0,2,1184,1
4,1,31,0,454,38,27,29,2,0,1,2,1019,1
0,0,32,0,63,7,34,6,3,0,1,3,437,1
6,0,40,0,51,8,17,6,1,0,1,1,420,1
0,0,35,0,0,0,4,0,1,0,1,1,52,1
18,0,27,0,86,35,0,11,1,0,1,1,81,1
0,0,31,0,0,0,0,0,1,0,1,1,0,1
16,1,28,0,68,40,0,12,1,0,1,1,69,1
0,0,31,0,0,0,0,0,3,0,1,3,0,1
0,0,38,0,0,0,8,0,1,0,1,1,122,1
23,1,30,0,190,47,16,17,1,0,1,1,572,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
0,0,4,0,245,13,0,5,1,0,0,1,211,1
10,0,41,0,127,18,22,10,2,0,1,2,566,1
13,1,32,0,863,51,30,31,2,0,1,2,1399,1
9,0,35,0,212,18,28,19,2,0,1,2,802,1
11,1,35,0,777,49,20,21,2,0,1,2,1126,1
0,0,39,0,0,0,8,0,1,0,1,1,122,1
0,0,33,0,0,0,0,0,2,0,1,2,0,1
0,0,29,0,0,0,0,0,1,0,1,1,0,1
0,0,29,0,0,0,0,0,3,0,1,3,0,1
0,0,33,0,0,0,0,0,2,0,1,2,0,1
12,0,32,0,564,42,30,28,3,0,1,3,687,1
2,0,25,0,649,29,0,13,1,0,1,1,608,1
4,1,31,0,454,38,27,29,2,0,1,2,1019,1
6,0,26,0,1095,86,11,21,1,0,0,1,1504,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
12,1,35,1,546,47,39,33,2,0,0,2,1328,1
2,1,30,0,590,34,0,11,1,0,1,1,550,1
0,1,22,0,205,30,183,9,1,1,0,1,2083,1
21,1,25,0,190,41,8,16,1,0,1,1,354,1
5,0,37,0,60,12,39,6,2,0,1,2,930,1
11,1,10,3,421,28,12,11,2,0,0,2,614,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
11,1,36,0,578,52,45,36,2,0,1,2,1446,1
15,1,34,0,732,55,42,31,2,0,1,2,1479,1
2,1,7,1,222,14,0,9,2,0,0,2,157,1
0,0,32,0,0,0,0,0,3,0,1,3,0,1
6,1,34,0,291,18,17,4,3,0,1,3,330,1
0,0,25,0,0,0,0,0,1,0,1,1,0,1
8,1,8,2,406,25,7,9,2,0,0,2,467,1
6,1,8,2,355,24,0,6,2,0,0,2,263,1
16,1,40,0,614,56,49,34,3,0,1,3,1022,1
0,0,33,0,0,0,1,0,1,0,1,1,4,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
8,1,28,0,715,39,0,12,2,0,1,2,581,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
19,0,32,0,134,43,19,19,1,0,1,1,593,1
11,0,37,0,734,47,17,17,2,0,1,2,1032,1
5,0,9,1,373,27,11,12,2,0,0,2,538,1
7,0,39,0,73,14,18,7,1,0,1,1,482,1
0,1,22,0,205,30,183,9,1,1,0,1,2083,1
3,0,30,0,63,2,0,3,2,0,1,2,49,1
0,0,29,0,0,0,0,0,3,0,1,3,0,1
3,0,35,0,26,7,0,1,2,0,1,2,22,1
3,0,35,1,19,5,5,4,2,0,0,2,96,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
13,0,33,1,1122,98,26,24,1,0,0,1,1656,1
2,0,31,0,401,37,18,26,2,0,1,2,730,1
8,0,34,0,425,39,16,33,2,0,1,2,704,1
10,0,34,0,1111,100,30,27,1,0,0,1,1672,1
9,0,35,0,338,23,37,21,3,0,1,3,664,1
5,0,35,0,37,6,7,2,3,0,1,3,79,1
13,0,33,1,1122,98,26,24,1,0,0,1,1656,1
12,1,29,0,1114,96,16,20,1,0,0,1,1582,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
0,0,34,0,138,13,41,8,3,0,1,3,602,1
14,0,35,0,614,50,41,33,3,0,1,3,898,1
9,0,35,0,338,23,37,21,3,0,1,3,664,1
16,1,34,0,848,48,25,21,2,0,1,2,1289,1
2,0,31,0,401,37,18,26,2,0,1,2,730,1
7,0,28,0,4,2,0,1,1,0,1,1,1,1
0,1,2,0,234,10,0,3,1,0,1,1,193,1
9,1,33,0,1074,88,5,9,1,0,0,1,1381,1
0,0,30,0,0,0,0,0,2,0,1,2,0,1
3,0,6,1,329,19,0,7,2,0,0,2,242,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
1,0,6,1,279,18,0,4,2,0,0,2,204,1
0,1,31,0,41,1,2,2,3,0,1,3,34,1
11,1,10,3,421,28,12,11,2,0,0,2,614,1
11,0,33,1,1106,97,17,21,1,0,0,1,1581,1
16,0,23,0,116,35,1,14,1,0,1,1,119,1
10,0,11,2,457,33,18,14,2,0,0,2,784,1
9,0,33,0,531,44,34,31,2,0,1,2,1226,1
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
0,0,0,0,0,0,0,0,1,0,0,1,0,1
6,0,39,0,82,10,17,8,2,0,1,2,395,1
9,0,37,0,519,48,42,35,2,0,1,2,1369,1
8,0,7,1,376,19,7,5,2,0,0,2,436,1
7,0,32,0,669,38,7,16,2,0,0,2,700,1
3,0,35,1,19,5,5,4,2,0,0,2,96,1
13,0,33,1,1122,98,26,24,1,0,0,1,1656,1
2,0,38,0,14,8,8,3,2,0,1,2,131,1
0,0,33,0,0,0,25,0,1,0,1,1,542,1
13,0,33,1,1122,98,26,24,1,0,0,1,1656,1
14,1,39,0,599,54,49,37,3,0,1,3,1012,1
0,1,32,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
18,0,28,0,116,41,9,15,1,0,1,1,300,1
0,0,28,0,110,1,1,3,3,0,1,3,54,1
9,0,35,0,338,23,37,21,3,0,1,3,664,1
9,0,34,0,561,50,66,35,3,0,1,3,1218,1
5,0,6,1,375,20,9,10,2,0,0,2,488,1
0,0,28,0,0,0,0,0,3,0,1,3,0,1
5,0,35,0,37,6,7,2,3,0,1,3,79,1
0,0,4,0,199,12,0,2,1,0,0,1,160,1
0,0,31,0,0,0,2,0,2,0,1,2,12,1
0,0,26,0,0,0,0,0,2,0,1,2,0,1
0,0,31,0,80,2,11,5,3,0,1,3,144,1
21,1,27,0,146,39,5,12,1,0,1,1,235,1
17,0,29,0,25,36,0,17,1,0,1,1,32,1
3,1,36,1,5,3,5,2,1,0,0,1,80,1
7,0,28,0,4,2,0,1,1,0,1,1,1,1
0,1,31,0,41,1,2,2,3,0,1,3,34,1
5,1,6,1,390,22,7,7,2,0,0,2,450,1
12,1,29,0,1114,96,16,20,1,0,0,1,1582,1
11,0,37,0,734,47,17,17,2,0,1,2,1032,1
5,1,34,0,675,37,12,18,1,0,1,1,972,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
20,0,33,0,116,47,17,16,2,0,1,2,436,1
15,1,38,0,825,49,26,22,2,0,1,2,1285,1
7,0,38,0,231,21,27,11,3,0,1,3,435,1
0,1,37,0,97,11,17,8,3,0,1,3,223,1
29,1,31,0,372,58,24,17,2,0,1,2,870,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
0,0,27,0,0,0,0,0,1,0,1,1,0,1
14,1,9,3,592,36,15,9,2,0,0,2,853,1
2,1,7,1,222,14,0,9,2,0,0,2,157,1
11,1,33,0,581,45,43,34,2,0,1,2,1425,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,0,31,0,0,0,0,0,1,0,1,1,0,1
3,1,6,1,328,19,0,7,2,0,0,2,241,1
30,1,37,0,268,59,31,20,2,0,1,2,952,1
14,1,35,0,614,50,41,33,3,0,1,3,898,1
11,0,32,0,792,44,11,16,2,0,1,2,942,1
0,1,32,0,0,0,0,0,1,0,1,1,0,1
25,1,35,0,190,53,24,18,2,0,1,2,690,1
33,1,38,0,334,63,38,25,2,0,1,2,1162,1
0,0,27,0,0,0,0,0,1,0,1,1,0,1
4,1,31,0,454,38,27,29,2,0,1,2,1019,1
7,1,27,0,734,35,1,15,1,0,1,1,708,1
3,1,5,0,301,13,0,3,1,0,0,1,247,1
0,0,35,0,12,6,32,4,1,0,1,1,763,1
6,0,31,0,1080,91,10,19,1,0,0,1,1477,1
19,1,41,0,692,60,56,39,3,0,1,3,1143,1
16,1,37,0,846,55,27,23,2,0,1,2,1322,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
24,1,34,0,211,49,26,21,2,0,1,2,750,1
16,1,40,0,614,56,49,34,3,0,1,3,1022,1
2,0,25,0,649,29,0,13,1,0,1,1,608,1
2,0,26,0,454,32,19,28,2,0,1,2,814,1
23,1,34,0,178,51,24,21,1,0,1,1,772,1
0,0,32,0,63,7,34,6,3,0,1,3,437,1
32,1,32,0,424,63,44,34,2,0,1,2,1341,1
0,1,31,0,298,28,6,14,2,0,1,2,345,1
20,0,33,0,116,47,17,16,2,0,1,2,436,1
13,1,32,0,1112,92,0,20,1,0,0,1,1376,1
6,1,5,2,360,17,7,4,2,0,0,2,417,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
11,1,32,0,780,42,18,19,2,0,1,2,1094,1
5,0,35,0,37,6,7,2,3,0,1,3,79,1
21,1,30,0,131,44,14,17,1,0,0,1,443,1
11,0,36,0,368,24,24,6,3,0,1,3,475,1
1,0,32,0,87,7,1,1,2,0,1,2,83,1
0,0,34,0,168,14,0,11,1,0,1,1,141,1
0,0,29,0,458,24,0,14,1,0,1,1,399,1
30,1,32,0,321,54,32,22,2,0,1,2,1021,1
4,1,27,0,466,34,19,25,2,0,1,2,828,1
13,1,31,0,589,48,31,29,2,0,1,2,1217,1
14,0,35,0,832,53,48,22,2,0,1,2,1573,1
26,1,29,0,221,45,12,14,2,0,1,2,416,1
7,0,32,0,1070,87,1,24,1,0,0,1,1272,1
18,0,34,1,1145,98,7,22,1,0,0,1,1517,1
3,0,30,0,184,7,8,5,3,0,1,3,155,1
0,0,33,0,0,0,1,0,1,0,1,1,4,1
2,0,38,0,110,13,17,5,3,0,1,3,232,1
0,0,35,0,0,0,3,0,2,0,1,2,27,1
8,0,7,1,376,19,7,5,2,0,0,2,436,1
1,0,32,0,87,7,1,1,2,0,1,2,83,1
21,0,30,0,144,46,7,14,1,0,1,1,282,1
0,0,5,0,147,8,0,7,2,0,0,2,108,1
14,1,36,0,650,56,73,37,3,0,1,3,1329,1
0,0,31,0,0,0,0,0,3,0,1,3,0,1
11,1,36,0,578,52,45,36,2,0,1,2,1446,1
0,0,1,0,203,5,0,4,1,0,0,1,163,1
0,1,21,0,144,7,16,1,3,0,1,3,237,1
0,0,33,0,0,0,0,0,3,0,1,3,0,1
1,0,3,1,284,11,0,2,2,0,0,2,205,1
16,0,23,0,116,35,1,14,1,0,1,1,119,1
9,1,29,0,542,40,26,27,2,0,1,2,1079,1
7,0,39,0,73,14,18,7,1,0,1,1,482,1
0,0,27,0,0,0,0,0,1,0,1,1,0,1
22,0,31,0,88,42,0,19,2,0,1,2,74,1
10,0,35,0,457,40,20,18,2,0,1,2,845,1
8,0,38,2,47,9,12,4,2,0,0,2,257,1
6,1,8,2,342,22,5,9,2,0,0,2,366,1
7,1,28,0,531,38,26,30,2,0,1,2,1071,1
5,0,36,0,214,19,48,10,3,0,1,3,743,1
10,1,8,2,460,26,16,12,2,0,0,2,729,1
15,1,39,0,637,52,51,37,3,0,1,3,1065,1
2,1,30,0,453,48,52,33,2,0,1,2,1476,1
0,1,22,0,205,30,183,9,1,1,0,1,2083,1
21,1,30,0,131,44,14,17,1,0,0,1,443,1
0,0,32,0,0,0,0,0,2,0,1,2,0,1
0,1,21,0,144,7,16,1,3,0,1,3,237,1
12,0,30,0,614,44,33,32,2,0,1,2,1263,1
0,1,4,0,246,13,0,5,1,0,1,1,212,1
19,0,32,0,134,43,19,19,1,0,1,1,593,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
11,1,36,0,578,52,45,36,2,0,1,2,1446,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
3,1,31,0,535,30,0,16,1,0,1,1,489,1
0,0,5,0,147,8,0,7,2,0,0,2,108,1
23,0,30,0,190,47,16,17,1,0,1,1,572,1
13,1,30,0,786,45,7,14,2,0,1,2,833,1
20,1,36,0,804,61,49,33,3,0,1,3,1112,1
5,0,39,0,172,17,24,10,3,0,1,3,364,1
12,0,30,0,614,44,33,32,2,0,1,2,1263,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
6,0,40,0,51,8,17,6,1,0,1,1,420,1
0,1,31,0,0,0,0,0,2,0,1,2,0,1
17,0,29,0,25,36,0,17,1,0,1,1,32,1
11,0,33,1,1106,97,17,21,1,0,0,1,1581,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
11,1,36,0,578,52,45,36,2,0,1,2,1446,1
0,0,30,0,0,0,0,0,1,0,1,1,0,1
5,1,6,1,390,22,7,7,2,0,0,2,450,1
5,0,39,0,172,17,24,10,3,0,1,3,364,1
4,0,30,0,649,35,2,14,1,0,1,1,664,1
0,1,31,0,298,28,6,14,2,0,1,2,345,1
0,1,25,0,382,28,12,23,2,0,1,2,574,1
29,1,31,0,372,58,24,17,2,0,1,2,870,1
8,0,34,0,425,39,16,33,2,0,1,2,704,1
9,1,36,0,723,45,17,20,2,0,1,2,1015,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
10,0,41,0,127,18,22,10,2,0,1,2,566,1
16,1,35,0,674,51,50,36,3,0,1,3,1066,1
0,1,27,0,0,0,0,0,3,0,1,3,0,1
2,1,30,0,1047,81,0,22,1,0,0,1,1181,1
10,1,37,0,551,46,44,35,2,0,1,2,1420,1
9,1,32,0,734,41,9,16,2,0,1,2,824,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
6,0,36,0,454,44,35,30,2,0,1,2,1185,1
5,0,35,0,37,6,7,2,1,0,1,1,166,1
8,1,33,0,618,36,0,18,2,0,1,2,493,1
16,1,28,0,68,40,0,12,1,0,1,1,69,1
6,0,34,0,164,13,8,2,2,0,1,2,274,1
14,0,35,0,832,53,48,22,2,0,1,2,1573,1
20,0,28,0,174,44,11,15,1,0,1,1,410,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,1,31,0,298,28,6,14,2,0,1,2,345,1
13,1,32,0,863,51,30,31,2,0,1,2,1399,1
13,1,31,0,589,48,31,29,2,0,1,2,1217,1
4,0,30,0,649,35,2,14,1,0,1,1,664,1
0,1,29,0,0,0,0,0,1,0,1,1,0,1
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
6,1,24,1,331,37,199,14,1,1,0,1,2206,1
3,0,25,0,1076,82,4,16,1,0,0,1,1364,1
13,1,33,1,1122,98,26,24,1,0,0,1,1656,1
5,0,34,0,156,7,7,2,3,0,1,3,134,1
0,0,29,0,458,24,0,14,1,0,1,1,399,1
0,0,39,0,0,0,8,0,1,0,1,1,122,1
9,0,28,0,745,37,7,12,2,0,1,2,771,1
4,1,31,0,683,41,34,18,2,0,1,2,1324,1
12,1,8,4,564,35,28,24,2,0,0,2,1130,1
4,1,27,0,466,34,19,25,2,0,1,2,828,1
5,0,33,0,167,10,11,4,3,0,1,3,187,1
1,0,1,0,328,13,0,6,1,0,0,1,278,1
2,1,30,0,590,34,0,11,1,0,1,1,550,1
0,0,32,0,0,0,25,0,2,0,1,2,459,1
6,0,3,1,406,19,0,8,2,0,0,2,304,1
34,1,33,0,456,64,31,19,2,1,1,2,1109,1
6,1,39,0,206,15,26,10,3,0,1,3,404,1
4,1,24,1,286,36,190,11,1,1,0,1,2146,1
10,1,41,0,249,23,31,12,3,0,1,3,510,1
2,1,7,1,222,14,0,9,2,0,0,2,157,1
5,0,32,0,563,31,0,1,2,0,1,2,442,1
4,1,27,0,466,34,19,25,2,0,1,2,828,1
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
2,1,30,0,590,34,0,11,1,0,1,1,550,1
0,0,31,0,41,1,2,2,3,0,1,3,34,1
7,0,39,0,73,14,18,7,1,0,1,1,482,1
17,1,36,2,822,50,21,20,2,0,0,2,1184,1
0,1,33,0,110,7,9,4,3,0,1,3,135,1
0,1,30,0,0,0,0,0,1,0,1,1,0,1
1,0,32,0,87,7,1,1,2,0,1,2,83,1
8,0,30,0,805,45,23,29,1,0,1,1,1342,1
0,0,3,0,71,2,0,5,1,0,0,1,65,1
22,1,27,0,385,42,25,9,2,0,1,2,914,1
11,0,36,0,368,24,24,6,3,0,1,3,475,1
10,1,8,2,460,26,16,12,2,0,0,2,729,1
4,0,31,0,1058,82,0,7,1,0,0,1,1214,1
4,1,31,0,454,38,27,29,2,0,1,2,1019,1
4,0,26,0,663,31,0,10,1,0,1,1,621,1
0,0,31,0,61,6,14,15,2,0,1,2,313,1
6,1,28,0,1081,84,8,17,1,0,0,1,1443,1
0,0,35,0,0,0,4,0,1,0,1,1,52,1
5,0,9,1,373,27,11,12,2,0,0,2,538,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
0,0,34,0,138,13,41,8,3,0,1,3,602,1
0,0,35,0,12,6,32,4,1,0,1,1,763,1
8,1,8,2,406,25,7,9,2,0,0,2,467,1
4,1,31,0,683,41,34,18,2,0,1,2,1324,1
10,0,35,0,457,40,20,18,2,0,1,2,845,1
0,0,31,0,0,0,0,0,3,0,1,3,0,1
0,0,34,0,26,8,32,6,2,0,1,2,696,1
5,0,33,0,373,34,13,16,2,0,1,2,592,1
13,1,32,0,863,51,30,31,2,0,1,2,1399,1
2,1,30,0,590,34,0,11,1,0,1,1,550,1
7,0,33,0,485,43,25,28,2,0,1,2,1001,1
20,0,33,0,116,47,17,16,2,0,1,2,436,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
16,0,32,2,1137,96,22,21,1,0,0,1,1637,1
26,1,27,0,268,47,15,18,1,0,1,1,633,1
23,1,30,0,190,47,16,17,1,0,1,1,572,1
21,1,30,0,131,44,14,17,1,0,0,1,443,1
20,1,36,0,804,61,49,33,3,0,1,3,1112,1
5,0,33,0,37,6,7,2,1,0,1,1,166,1
0,1,24,0,571,25,0,8,1,0,1,1,524,1
10,0,31,0,828,46,10,14,2,0,1,2,960,1
14,0,33,0,780,41,7,14,2,0,1,2,821,1
11,0,37,0,207,17,15,2,2,0,1,2,474,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
0,1,31,0,41,1,2,2,3,0,1,3,34,1
8,1,32,1,1106,98,51,26,1,0,0,1,1734,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
3,0,32,0,346,33,9,31,2,0,1,2,456,1
19,0,30,0,46,37,0,2,1,0,1,1,50,1
0,0,33,0,0,0,0,0,1,0,1,1,0,1
2,0,33,0,41,3,9,5,2,0,1,2,183,1
13,0,14,3,476,35,22,15,2,0,0,2,920,1
5,1,32,0,37,6,7,2,2,0,1,2,145,1
0,0,30,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
1,1,6,1,262,16,0,7,2,0,0,2,190,1
7,1,32,0,530,54,59,35,2,0,1,2,1566,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
9,0,28,0,745,37,7,12,2,0,1,2,771,1
10,0,36,1,1095,98,27,23,1,0,0,1,1641,1
0,0,36,0,0,0,3,0,1,0,1,1,37,1
5,0,32,0,37,6,7,2,3,0,1,3,79,1
3,1,36,1,5,3,5,2,1,0,0,1,80,1
0,0,34,0,1,4,4,5,2,0,1,2,47,1
9,1,29,0,542,40,26,27,2,0,1,2,1079,1
0,0,29,0,29,1,0,1,2,0,1,2,24,1
11,0,36,0,368,24,24,6,3,0,1,3,475,1
7,1,32,0,683,40,0,13,2,0,1,2,547,1
7,0,38,0,231,21,27,11,3,0,1,3,435,1
10,0,31,0,1115,95,21,22,1,0,0,1,1620,1
0,0,33,0,0,0,25,0,1,0,1,1,542,1
0,0,27,0,0,0,0,0,1,0,1,1,0,1
5,0,37,0,60,12,39,6,2,0,1,2,930,1
0,0,30,0,487,25,0,9,1,0,1,1,429,1
3,0,25,0,1076,82,4,16,1,0,0,1,1364,1
16,1,37,0,846,55,27,23,2,0,1,2,1322,1
0,0,25,0,0,0,0,0,2,0,1,2,0,1
8,1,27,0,1100,88,11,18,1,0,0,1,1509,1
8,1,9,3,438,31,39,13,2,0,0,2,1252,1
25,1,30,0,251,50,18,17,2,0,1,2,606,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
15,1,39,0,637,52,51,37,3,0,1,3,1065,1
6,0,30,0,707,36,11,17,1,0,1,1,975,1
4,0,33,0,258,17,30,19,3,0,1,3,499,1
0,0,35,0,0,0,3,0,2,0,1,2,27,1
9,1,32,0,734,41,9,16,2,0,1,2,824,1
7,0,33,0,485,43,25,28,2,0,1,2,1001,1
0,1,0,0,258,9,0,1,1,0,0,1,218,1
5,1,35,0,184,13,16,6,3,0,1,3,260,1
9,1,36,0,723,45,17,20,2,0,1,2,1015,1
7,1,28,0,531,38,26,30,2,0,1,2,1071,1
0,1,25,0,382,28,12,23,2,0,1,2,574,1
3,0,27,0,430,36,17,25,2,0,1,2,733,1
13,1,30,0,786,45,7,14,2,0,1,2,833,1
5,0,6,1,375,20,9,10,2,0,0,2,488,1
3,0,27,0,430,36,17,25,2,0,1,2,733,1
12,1,35,1,546,47,39,33,2,0,0,2,1328,1
0,0,23,0,159,10,21,3,3,0,1,3,314,1
8,0,29,0,509,42,24,27,2,0,1,2,1003,1
6,1,8,2,355,24,0,6,2,0,0,2,263,1
0,0,29,0,0,0,0,0,1,0,1,1,0,1
6,1,31,0,501,39,36,32,2,0,1,2,1245,1
5,0,33,0,167,10,11,4,3,0,1,3,187,1
5,0,35,0,473,40,37,33,2,0,1,2,1241,1
22,0,28,0,265,51,30,30,1,0,1,1,1051,1
20,0,28,0,163,42,18,18,1,0,1,1,597,1
0,1,34,0,77,9,13,7,3,0,1,3,161,1
5,1,35,0,184,13,16,6,3,0,1,3,260,1
13,1,33,1,1122,98,26,24,1,0,0,1,1656,1
0,0,5,0,147,8,0,7,2,0,0,2,108,1
7,0,35,0,234,14,25,9,3,0,1,3,405,1
24,1,34,0,211,49,26,21,2,0,1,2,750,1
15,0,33,1,1145,99,35,27,1,0,0,1,1702,1
3,0,7,2,356,25,32,11,2,0,0,2,1050,1
9,1,36,0,723,45,17,20,2,0,1,2,1015,1
0,0,27,0,0,0,0,0,1,0,1,1,0,1
1,0,3,1,284,11,0,2,2,0,0,2,205,1
8,0,31,0,1095,92,19,22,1,0,0,1,1587,1
9,0,7,2,512,30,8,7,2,0,0,2,598,1
7,1,28,0,531,38,26,30,2,0,1,2,1071,1
28,0,32,0,268,53,23,19,2,0,1,2,731,1
0,0,29,0,0,0,0,0,3,0,1,3,0,1
11,0,32,0,792,44,11,16,2,0,1,2,942,1
0,1,29,0,0,0,0,0,2,0,1,2,0,1
5,0,37,0,60,12,39,6,2,0,1,2,930,1
1,1,37,0,130,9,19,8,3,0,1,3,266,1
6,1,8,2,342,22,5,9,2,0,0,2,366,1
23,1,30,0,190,47,16,17,1,0,1,1,572,1
0,0,32,0,0,0,0,0,3,0,1,3,0,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
19,1,41,0,692,60,56,39,3,0,1,3,1143,1
4,0,34,0,102,10,21,15,1,0,1,1,605,1
