col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
415,127,251,202,412,443,341,436,648,667,505,574,417,566,455,364,146,139,386,153,267,1
311,200,310,497,585,598,672,715,554,385,126,152,363,177,29,292,263,297,224,220,148,1
457,158,138,328,368,365,481,533,610,472,494,638,433,335,380,375,299,194,258,346,356,1
265,225,122,46,125,256,345,237,586,649,498,431,384,413,467,616,526,481,155,237,159,2
242,261,295,421,350,350,359,99,287,235,107,302,392,440,569,441,513,356,341,224,390,0
72,248,180,168,365,205,340,129,184,377,384,490,511,331,362,615,250,245,386,451,349,2
207,304,226,532,688,433,770,567,593,305,182,435,263,307,205,331,97,296,139,117,236,1
116,74,328,239,260,314,306,389,508,455,629,432,309,481,548,346,323,276,173,483,225,2
147,376,258,215,358,275,276,238,296,204,224,444,558,649,773,525,638,442,451,455,489,2
286,350,245,279,113,184,132,143,66,146,90,364,659,593,704,494,453,528,451,401,281,2
204,354,463,416,624,546,727,676,269,356,226,256,43,87,285,385,302,323,224,43,286,0
416,200,276,258,603,548,730,493,565,510,324,409,323,654,235,171,300,48,192,179,304,1
211,76,309,215,406,393,395,550,720,452,631,427,268,377,268,138,181,169,233,249,381,1
237,250,51,148,266,322,331,231,217,309,591,569,636,484,354,409,508,413,337,177,181,2
485,196,270,319,182,217,236,216,292,479,500,559,473,343,505,653,423,463,343,325,176,2
182,384,368,181,454,441,359,483,429,476,417,342,237,251,372,409,318,178,243,164,291,0
256,398,281,627,479,454,385,535,510,343,342,404,252,250,235,277,158,220,382,175,363,1
280,294,421,560,500,619,664,742,444,507,265,115,93,191,141,299,131,243,283,209,354,1
211,199,572,657,386,627,679,445,470,521,276,339,173,242,301,358,452,483,264,191,209,1
391,401,535,430,632,551,734,551,588,139,230,168,32,255,258,362,142,254,431,278,152,0
170,204,209,336,400,168,347,332,438,638,727,531,536,377,291,361,379,316,353,113,316,2
197,359,307,383,393,270,553,312,281,179,287,282,518,524,546,489,536,443,448,449,88,0
258,322,330,405,333,557,584,563,435,380,467,404,309,259,185,7,120,111,301,2,289,1
249,269,417,471,562,667,643,709,552,605,316,169,188,27,239,281,190,223,409,248,199,1
323,346,379,336,519,580,685,656,726,364,438,189,194,287,255,111,193,214,338,277,162,1
364,244,368,191,207,249,413,354,481,347,536,425,457,572,394,420,178,422,80,212,361,2
282,291,310,138,332,228,141,302,502,324,499,652,429,531,547,350,431,230,194,254,94,2
133,349,215,358,144,261,149,5,184,258,415,423,479,787,549,670,451,439,340,254,90,2
208,225,354,370,328,211,360,332,431,554,595,478,540,276,330,283,150,68,231,255,321,1
182,217,55,342,178,86,249,160,155,231,378,375,597,516,825,719,661,482,352,264,247,2
293,440,327,455,620,568,657,559,667,387,197,227,155,66,248,111,199,215,272,241,218,0
138,346,222,426,541,471,718,661,206,439,271,151,337,271,261,312,135,351,258,306,354,0
201,187,272,4,140,121,360,120,332,174,387,215,403,557,826,591,499,491,372,427,349,2
292,341,269,202,365,501,425,436,421,346,268,533,285,604,51,392,267,215,305,102,215,1
205,223,508,331,340,268,447,560,367,404,582,379,475,375,223,232,199,312,117,246,283,1
315,322,486,350,529,634,572,432,373,421,244,240,300,301,272,478,513,340,346,146,309,0
157,169,323,472,418,480,366,172,222,290,222,416,335,445,551,538,435,298,270,490,306,0
165,368,403,478,632,626,605,569,600,427,513,437,321,354,281,190,237,156,160,252,318,1
138,212,371,163,311,279,250,358,119,295,197,351,496,571,716,558,582,543,359,292,284,0
320,361,430,446,431,471,593,539,489,195,190,271,217,361,404,386,372,313,361,533,169,0
358,268,378,282,277,120,58,77,260,162,234,507,476,750,735,620,465,548,341,258,290,2
214,311,423,579,683,773,553,629,729,453,288,200,207,210,240,111,39,345,383,167,304,1
364,277,391,464,659,655,540,637,575,301,344,88,292,282,168,130,297,185,124,20,340,1
136,216,360,230,229,129,189,26,266,41,82,195,457,702,604,577,538,488,483,187,158,0
308,425,355,463,546,496,644,563,512,183,330,341,286,232,115,155,192,244,308,188,203,1
220,248,474,458,608,587,703,667,493,308,108,75,14,292,0,102,64,154,235,345,33,0
58,401,381,356,379,341,276,368,179,78,221,309,549,561,585,542,534,371,317,293,278,0
400,207,251,160,110,417,385,172,344,161,429,449,542,505,747,501,516,498,364,273,340,2
140,305,419,294,669,630,685,444,574,274,235,164,219,132,196,298,326,291,341,364,235,0
218,342,299,521,640,655,657,692,722,362,382,229,307,258,283,264,218,412,356,305,223,1
233,449,590,257,587,567,474,531,330,568,352,375,103,163,234,167,72,332,152,256,80,1
143,301,229,108,194,267,182,168,451,518,488,505,493,405,476,616,244,549,210,371,310,2
200,8,242,361,611,518,591,591,455,285,451,399,208,291,375,273,121,56,206,249,332,1
289,298,176,300,400,312,404,400,507,247,287,366,434,517,582,285,428,417,459,322,233,0
167,202,298,275,362,201,463,262,492,235,521,560,530,430,449,360,171,172,170,343,326,2
366,193,270,226,372,396,205,102,147,151,143,323,510,634,645,714,733,605,377,440,160,0
196,294,271,312,183,142,85,262,185,71,42,437,519,499,791,750,522,458,429,298,386,0
82,245,247,308,479,441,592,418,580,212,346,247,199,218,285,241,383,295,183,242,310,1
20,280,461,162,34,56,199,363,280,384,408,377,606,425,459,606,210,253,150,368,267,2
251,311,462,531,695,736,780,454,634,468,261,284,108,318,178,27,99,135,135,267,232,1
316,418,266,258,258,144,330,204,79,67,316,220,606,543,835,781,501,275,489,456,153,0
204,271,602,396,575,706,671,655,417,226,28,190,129,248,231,212,278,243,259,266,194,0
224,228,52,91,103,319,96,189,243,216,250,335,451,666,683,574,494,659,413,461,124,0
365,125,175,338,249,134,245,196,289,313,161,315,353,557,801,594,486,428,320,358,344,0
171,262,369,180,233,316,352,414,623,543,375,430,491,333,327,133,26,204,121,355,277,1
205,341,417,410,656,390,599,631,478,254,317,200,270,286,250,314,290,314,261,261,412,0
113,485,377,284,490,457,452,403,532,371,236,277,179,371,208,164,427,163,283,246,220,1
299,21,377,193,433,105,176,133,159,173,99,447,527,403,637,512,584,416,377,373,202,2
422,387,276,322,275,624,490,415,398,393,234,272,289,214,119,312,377,109,414,481,266,0
183,379,248,245,31,221,296,487,502,414,570,402,559,403,564,485,334,361,223,196,156,2
263,260,370,390,347,566,455,511,343,293,211,159,223,190,413,335,235,366,218,476,154,0
270,395,135,162,198,203,270,227,478,264,315,544,429,325,437,502,422,231,150,253,251,2
374,156,322,447,321,317,559,585,696,585,436,333,383,402,360,223,293,77,153,298,186,1
138,86,224,178,238,292,174,186,5,212,367,336,488,584,538,645,539,288,475,441,343,2
171,393,340,430,611,579,512,708,319,180,256,149,325,201,305,262,403,358,238,341,266,0
217,189,406,439,569,427,673,568,608,341,349,211,178,179,137,226,235,339,280,105,350,1
351,315,283,439,191,276,479,417,497,424,403,421,392,205,251,482,357,169,223,263,159,1
209,349,317,206,434,113,186,328,42,407,446,438,497,641,620,573,454,383,294,335,435,2
322,301,341,266,491,456,525,578,445,315,193,158,223,312,439,298,374,301,180,26,436,0
200,208,374,52,168,216,379,210,124,265,387,240,535,428,658,595,657,586,354,279,344,2
240,271,502,556,730,687,869,537,502,237,216,259,266,7,270,387,208,192,241,499,295,0
44,267,206,180,193,102,276,318,608,637,640,498,522,568,558,359,359,254,428,495,203,2
174,141,394,60,398,254,286,420,449,427,562,672,670,578,336,321,283,225,255,236,390,2
378,287,291,360,488,504,585,658,559,302,327,274,252,202,167,193,226,194,398,228,309,1
259,295,213,449,50,22,152,257,377,367,475,525,712,460,505,529,336,343,174,246,249,2
216,245,145,385,449,156,10,82,343,169,316,357,470,647,790,602,630,477,303,423,254,2
158,274,227,308,230,299,14,136,130,318,148,391,531,586,715,802,407,544,407,506,414,2
61,332,207,326,267,171,440,265,591,719,473,347,592,280,318,374,190,351,244,186,237,2
27,290,347,464,511,476,711,661,556,363,171,198,169,313,279,315,188,224,547,123,372,0
261,217,228,209,216,412,394,323,368,479,523,531,492,492,367,565,272,414,280,230,458,2
25,118,361,381,124,213,307,142,290,72,209,381,497,443,597,638,573,539,310,451,402,0
257,280,179,180,267,216,119,45,160,222,167,227,586,607,585,731,470,461,378,380,86,0
445,330,373,320,456,299,343,466,425,335,166,233,404,364,456,193,431,296,239,321,349,0
193,208,425,430,607,753,754,645,479,470,92,292,45,234,126,193,310,54,109,321,200,1
318,277,545,440,667,736,737,366,323,185,324,282,412,234,329,147,296,176,175,232,262,0
284,393,298,129,176,293,410,121,204,451,410,606,489,544,648,421,320,343,362,377,182,2
374,226,150,169,456,474,277,280,557,468,409,693,728,605,470,339,254,32,174,396,300,2
399,324,261,436,335,445,511,255,142,250,334,297,434,472,669,497,489,189,405,385,299,0
217,291,124,13,354,287,250,560,499,415,587,533,558,466,410,186,81,366,273,379,184,2
250,356,534,593,458,776,783,473,498,363,421,239,146,243,63,177,286,206,342,268,133,0
232,331,399,407,675,642,611,653,642,444,433,336,374,42,144,97,150,251,244,366,229,1
345,173,420,232,181,253,342,522,507,486,588,696,447,450,365,253,174,330,113,397,135,1
336,37,286,143,339,371,124,273,319,329,388,238,318,715,687,403,458,366,355,280,315,2
136,410,144,389,134,308,255,436,457,316,317,466,628,511,481,633,271,354,354,183,200,2
366,466,463,323,256,484,378,509,608,361,387,389,270,120,373,265,252,350,172,173,262,1
405,146,144,192,269,345,208,177,350,257,429,285,463,486,498,492,288,517,361,184,187,2
142,439,546,531,689,526,624,653,458,396,203,175,236,229,327,197,291,468,344,332,165,0
135,256,332,236,189,438,410,417,384,701,535,518,714,488,629,418,184,283,496,245,123,2
118,284,408,441,385,230,595,461,361,178,254,106,293,221,338,347,469,301,338,184,289,0
258,294,421,265,265,354,488,518,482,502,668,509,459,326,278,257,224,286,287,119,267,1
299,138,359,457,582,424,625,540,451,517,425,281,295,357,198,51,271,53,269,107,300,1
145,345,203,147,294,256,231,208,266,345,282,333,683,454,541,484,346,309,505,262,376,2
158,304,275,150,315,322,512,320,684,376,526,528,400,264,233,291,247,10,462,288,338,1
97,435,176,319,323,297,515,203,361,375,311,591,493,641,463,533,563,396,231,327,182,2
171,172,285,359,393,155,90,258,34,127,184,288,298,495,637,635,685,346,374,337,195,0
365,228,202,521,284,298,539,431,579,230,380,281,227,287,444,242,391,330,250,451,282,0
331,368,155,267,298,414,345,351,395,527,551,546,558,528,294,316,156,31,259,191,350,1
417,271,380,330,335,351,237,406,452,294,147,352,323,321,509,571,527,554,447,271,429,0
440,300,59,183,426,389,571,459,676,382,477,396,576,265,421,310,253,98,441,179,358,1
373,293,262,495,662,475,533,559,319,370,158,227,136,82,194,241,217,110,175,292,151,1
326,177,267,274,144,164,235,335,483,698,494,462,653,525,406,321,265,548,256,297,288,2
349,361,412,675,765,645,650,576,705,222,285,260,207,250,292,195,118,298,431,297,235,1
238,189,272,159,169,85,179,396,400,401,456,587,642,664,483,260,351,400,459,307,221,2
324,64,308,129,186,85,388,472,248,406,250,381,722,482,607,514,390,447,285,495,193,2
216,94,361,365,216,216,349,319,287,400,251,356,444,617,700,635,468,423,271,176,248,0
322,345,177,360,205,307,259,352,573,515,579,571,587,644,613,505,377,173,363,358,153,2
485,261,470,219,107,324,396,442,641,416,516,614,498,433,337,342,221,410,206,248,219,2
472,99,218,386,448,269,148,443,423,178,268,310,328,394,390,495,394,389,288,351,364,0
324,281,411,254,74,157,325,225,366,312,491,575,648,584,535,397,391,379,177,255,302,2
129,218,320,181,356,36,20,108,308,269,276,538,510,613,654,673,585,653,549,349,456,2
448,290,419,263,132,309,372,617,453,512,506,500,430,281,289,374,97,196,398,135,350,1
220,295,307,593,545,554,617,571,563,345,209,300,360,115,390,264,323,450,123,174,390,0
318,326,468,363,172,99,458,221,369,190,646,418,524,630,523,491,266,517,369,279,230,2
229,402,365,470,649,693,846,610,710,374,117,179,161,235,351,153,83,259,109,240,412,1
315,512,134,453,360,306,406,427,662,408,279,546,240,431,301,52,319,76,183,313,389,1
299,318,209,286,484,325,304,232,12,71,262,229,505,671,815,547,565,456,370,180,340,0
292,248,161,71,324,302,300,359,319,462,607,439,500,476,534,400,355,499,289,283,357,2
83,330,362,268,319,403,255,218,104,198,138,442,367,547,522,513,500,497,420,352,116,0
255,262,201,588,496,614,724,591,562,521,166,292,246,123,335,287,293,317,90,362,278,1
106,191,392,149,384,235,238,306,302,224,351,455,427,627,677,723,474,372,278,551,491,2
276,236,199,334,315,540,574,397,290,405,239,279,214,377,492,509,390,447,339,430,453,0
410,221,81,190,249,119,254,58,206,415,354,183,354,486,528,592,468,518,422,304,262,2
345,367,332,516,524,757,847,620,662,352,202,272,305,59,193,44,300,37,311,137,374,0
425,256,128,127,237,34,397,482,572,390,643,544,535,303,305,367,194,326,172,44,221,1
224,304,461,365,147,453,331,370,69,327,168,283,410,523,381,510,221,477,424,302,340,0
165,392,210,154,231,473,425,275,497,166,376,405,598,527,607,361,441,533,330,417,286,2
340,479,373,464,723,722,704,578,710,397,298,291,123,259,225,23,260,346,63,100,399,1
343,528,229,469,472,651,682,373,431,392,499,258,225,328,112,357,91,367,281,328,245,1
317,214,447,569,443,422,540,781,597,393,390,150,258,302,31,183,220,274,144,127,138,1
367,10,115,354,216,1,94,148,23,17,272,338,550,608,731,603,531,450,539,423,371,2
297,319,411,419,459,586,738,516,437,356,360,329,279,195,294,293,127,374,142,173,79,1
369,299,381,482,730,545,728,616,507,588,113,131,265,139,77,41,70,336,301,242,279,0
228,287,205,133,285,236,337,402,556,471,622,605,468,418,395,191,270,455,202,214,227,1
416,72,283,363,438,153,91,106,335,230,6,411,402,665,637,593,422,489,335,541,254,0
442,248,360,607,517,690,629,521,415,400,104,284,224,381,346,303,153,392,173,342,225,0
379,138,195,104,110,269,161,338,211,452,575,612,465,600,487,459,272,261,148,192,355,2
310,59,243,165,144,300,476,296,682,615,721,415,603,585,390,310,262,165,160,314,474,2
173,263,334,97,398,305,531,575,659,678,581,544,601,289,228,334,290,324,143,201,358,1
430,216,286,348,181,444,338,609,517,603,636,369,469,515,378,235,196,145,83,283,212,1
216,73,248,94,263,213,398,384,407,678,381,561,491,279,226,47,45,134,296,460,278,1
235,339,341,627,678,601,739,524,533,343,267,194,274,190,27,178,323,245,330,128,385,1
323,416,465,635,729,635,585,553,368,435,339,214,184,57,68,207,90,110,194,201,206,1
410,208,199,366,388,277,340,490,431,568,555,659,482,222,209,148,244,82,197,397,171,1
289,343,197,106,326,51,145,194,274,216,196,474,567,457,579,595,653,483,310,459,72,2
409,315,183,358,411,658,518,704,553,436,347,257,431,155,412,272,72,126,388,205,385,1
190,302,410,334,281,630,547,338,448,509,718,412,493,543,317,262,151,253,384,160,217,1
273,37,257,309,240,82,147,91,372,167,387,432,546,279,659,622,553,516,435,128,213,2
401,411,181,214,196,349,604,528,496,621,509,518,379,513,95,257,347,287,291,185,201,1
180,143,395,354,318,309,413,327,247,197,403,356,388,377,525,476,476,438,297,319,216,0
122,190,267,195,276,246,274,218,147,238,119,228,583,611,783,721,655,332,434,235,205,0
508,159,409,260,201,154,44,347,322,496,454,542,709,515,397,548,406,410,332,261,45,2
390,175,233,634,479,524,622,405,471,421,219,297,197,94,314,253,307,277,262,434,161,1
62,324,160,230,110,382,274,218,394,316,434,337,500,643,512,611,693,367,306,414,342,2
275,260,522,466,580,480,617,560,486,445,335,336,104,288,302,223,224,433,205,332,99,0
311,202,416,322,170,345,311,351,318,300,345,519,470,454,469,109,278,312,343,293,356,2
351,482,303,303,303,423,447,578,458,399,555,437,405,422,421,221,112,261,338,239,290,1
192,435,228,442,570,559,641,435,396,286,313,293,113,167,343,243,453,403,368,288,214,0
250,149,196,271,225,235,423,327,278,359,394,514,693,569,602,607,403,368,211,429,316,2
234,365,271,240,251,520,301,363,262,252,370,272,571,579,570,783,521,507,522,312,173,0
275,243,384,264,300,314,249,120,117,227,230,387,674,550,656,653,579,668,470,286,382,2
313,339,169,329,586,672,695,460,575,381,228,267,296,170,393,339,233,128,257,320,348,0
203,277,138,102,284,162,230,345,247,399,479,450,420,699,617,654,502,424,460,282,276,2
298,338,237,420,526,407,438,555,473,555,402,289,445,422,349,252,226,325,371,211,141,1
120,298,37,88,122,303,413,415,535,687,614,634,599,308,399,338,198,80,212,259,40,2
94,345,249,280,327,526,561,484,378,393,632,326,373,134,419,159,300,268,56,187,142,1
176,262,412,343,197,344,344,297,476,140,277,97,269,535,523,479,307,458,240,341,281,0
257,317,525,602,698,732,588,535,474,454,307,209,197,163,51,36,301,22,241,392,515,1
306,388,186,199,434,393,441,465,471,602,457,324,344,293,442,173,242,78,236,314,174,1
320,339,281,344,256,280,207,278,421,359,529,373,646,536,672,434,435,562,367,563,283,2
417,132,380,519,335,227,320,360,135,206,266,293,591,629,725,521,588,333,317,349,307,0
355,334,175,118,510,369,678,280,299,248,202,421,440,353,410,343,430,204,331,177,138,0
247,241,384,301,523,714,655,721,628,523,424,231,228,162,279,190,172,270,201,167,217,1
311,214,177,272,242,281,475,708,519,539,602,627,668,395,403,161,190,277,274,286,230,1
117,226,376,476,388,427,523,411,332,489,298,236,382,542,415,460,418,460,353,159,344,0
120,169,194,304,289,476,472,446,528,367,765,488,490,403,263,229,366,334,202,230,369,2
301,201,216,270,249,187,349,281,322,375,289,546,463,574,442,414,360,415,188,175,243,2
334,76,151,269,445,282,201,152,183,274,350,330,330,706,857,448,751,406,195,377,263,2
274,125,305,232,428,417,601,547,517,488,389,509,462,316,341,85,108,198,380,184,213,1
503,447,363,210,464,375,677,655,561,298,414,405,352,273,197,72,336,258,99,132,263,1
216,515,234,601,438,634,613,522,511,422,273,196,457,383,398,327,226,238,126,192,128,1
387,297,430,149,70,181,327,353,235,130,483,276,569,685,417,489,327,357,460,246,351,2
49,310,367,417,426,429,567,517,190,148,271,256,418,509,521,439,420,365,217,423,301,0
257,237,330,75,168,236,419,420,681,636,658,562,170,579,342,305,166,186,77,312,207,2
241,367,234,245,318,289,278,187,178,313,176,107,385,555,644,493,425,433,413,262,343,0
59,358,171,376,319,167,166,272,190,392,446,427,532,555,494,657,460,446,253,525,354,2
90,130,323,306,290,376,461,452,489,583,612,571,530,342,410,437,91,356,244,267,304,1
200,289,336,415,517,384,483,473,289,317,18,127,358,404,329,530,434,292,326,276,313,0
227,254,441,561,343,452,563,720,564,337,258,114,492,304,199,279,282,162,231,174,174,1
201,125,52,119,69,117,201,48,132,126,118,357,388,642,869,814,739,655,416,440,330,2
218,377,367,297,367,218,475,563,630,604,693,352,295,268,350,243,349,167,90,262,309,1
225,56,311,159,156,246,533,599,409,555,589,505,544,420,268,412,210,184,197,234,358,1
111,6,173,187,225,187,271,265,160,464,280,295,747,545,849,563,491,626,491,459,168,2
341,237,192,154,352,346,452,402,492,636,719,414,623,448,413,236,343,28,294,81,287,2
