X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,class
619,644,70,69,32,6,9,103,83,35,16,0,1,11,893,415,570,17,769,647,2,32,5,9,551,372,30,0,0,0,0,0,0,1
312,327,104,104,16,5,6,62,89,27,17,0,1,11,976,221,576,7,646,647,2,16,3,6,547,432,14,0,0,0,0,0,0,1
309,321,811,811,67,9,14,466,97,42,17,0,1,11,964,320,499,24,665,647,2,67,6,14,601,1023,55,0,0,0,0,0,0,1
262,275,1038,1038,54,9,12,318,87,41,17,0,1,11,853,148,502,17,558,647,2,54,5,12,600,723,41,0,0,0,0,0,0,1
327,352,1078,1078,309,32,28,1243,70,49,17,0,1,11,1048,254,545,91,426,647,2,309,16,28,574,402,232,0,0,0,0,0,0,1
764,796,473,473,176,17,20,935,56,42,17,0,1,0,426,110,520,50,553,647,2,176,10,20,589,307,120,0,0,0,0,0,0,1
319,343,587,587,336,27,36,1297,72,44,17,0,1,0,1011,260,471,85,492,555,2,336,15,34,621,750,251,0,0,0,0,0,0,1
667,695,411,411,40,10,9,237,104,50,20,0,1,17,765,343,769,30,690,516,1,40,7,8,411,1191,36,0,0,0,0,0,0,1
666,689,402,402,59,13,19,424,100,51,15,0,1,15,759,186,190,7,293,647,2,59,3,19,767,1159,46,0,0,0,0,0,0,1
241,258,1254,1254,206,32,29,1108,98,44,72,0,1,4,690,731,466,45,353,582,2,206,12,28,623,1032,191,0,0,0,0,0,0,1
564,618,1374,1375,296,84,55,1296,113,58,74,0,1,4,1286,1321,488,208,545,256,0,296,52,27,247,1413,384,0,0,0,0,0,0,1
566,596,1711,1712,238,29,30,1144,76,43,72,0,1,4,1338,517,443,45,377,647,2,238,12,30,641,656,200,0,0,0,0,0,0,1
570,596,1713,1714,54,10,14,354,97,44,73,0,1,4,1341,678,499,12,596,647,2,54,6,14,601,948,55,0,0,0,0,0,0,1
836,867,1098,1098,107,15,11,611,57,42,15,0,1,0,28,209,642,64,751,647,0,107,12,11,347,298,78,0,0,0,0,0,0,1
268,286,553,553,89,12,10,582,75,50,74,1,0,5,743,85,692,34,761,647,0,89,10,10,372,799,61,0,0,0,0,0,0,1
570,595,741,741,125,12,24,832,98,50,15,0,1,0,1044,66,215,17,407,647,2,125,5,24,743,1104,83,0,0,0,0,0,0,1
426,450,379,379,125,11,25,537,51,14,18,1,0,18,1344,342,237,24,527,647,2,125,6,25,723,61,99,0,0,0,0,0,0,1
800,830,421,421,146,15,16,603,32,15,19,1,0,18,269,191,597,56,706,647,2,146,11,16,529,47,104,0,0,0,0,0,0,1
626,658,1739,1740,152,17,10,803,51,41,17,1,0,18,851,52,527,97,817,647,0,152,17,10,272,205,100,0,0,0,0,0,0,1
646,709,1807,1808,474,78,45,1442,15,50,15,1,0,18,713,718,438,236,724,376,0,474,59,27,219,221,386,0,0,0,0,0,0,1
399,423,1814,1814,136,17,19,797,71,43,15,1,0,18,1264,461,536,50,553,647,2,136,10,19,580,501,113,0,0,0,0,0,0,1
497,647,1819,1820,907,381,303,1878,37,52,16,1,0,18,884,1308,587,432,193,319,2,901,160,206,536,324,387,0,0,0,0,0,0,1
425,453,1863,1864,226,30,30,867,40,11,15,1,0,18,1343,1107,549,97,499,583,2,226,17,29,570,39,244,0,0,0,0,0,0,1
344,369,1864,1865,188,39,20,1089,94,58,51,1,0,18,955,1003,487,130,641,434,0,188,27,14,246,1184,201,0,0,0,0,0,0,1
457,486,1865,1866,255,36,26,1177,67,43,15,1,0,18,1340,714,739,117,483,489,2,255,20,22,429,703,225,0,0,0,0,0,0,1
255,276,1866,1867,188,25,27,1037,85,44,41,1,0,18,733,1228,576,84,679,647,2,188,18,27,547,706,241,0,0,0,0,0,0,1
544,567,1231,1231,227,14,64,1152,96,42,13,0,1,4,1123,103,37,7,269,647,2,227,3,64,898,950,155,0,0,0,0,0,0,1
23,26,1264,1264,154,26,32,816,74,26,7,0,1,0,77,650,210,32,280,647,2,154,7,32,748,233,141,0,0,0,0,0,0,1
310,329,1628,1629,57,11,10,299,74,35,45,1,0,8,880,930,636,42,817,647,0,57,11,10,346,405,66,0,0,0,0,0,0,1
345,393,1113,1113,504,150,99,1028,0,0,56,1,0,3,952,1279,594,230,337,294,0,504,65,53,318,2,387,0,0,0,0,0,0,1
199,226,1123,1123,46,24,3,277,101,44,58,1,0,3,595,636,110,112,817,647,0,46,24,3,38,1040,48,0,0,0,0,0,0,1
94,94,1156,1156,51,13,10,292,92,41,55,1,0,3,297,581,687,31,671,524,0,51,9,9,370,755,51,0,0,0,0,0,0,1
372,407,183,183,240,72,45,1195,104,51,73,0,1,4,995,1094,251,179,489,29,0,240,41,13,72,1167,253,0,0,0,0,0,0,1
58,86,1858,1859,538,173,171,1156,0,1,9,1,0,8,232,1257,193,194,59,476,2,538,36,135,764,1,387,0,0,0,0,0,0,1
661,692,1912,1913,214,41,44,1124,96,44,18,0,1,0,764,1210,315,70,304,526,2,214,13,40,681,960,257,0,0,0,0,0,0,1
142,141,19,19,77,14,15,488,93,35,19,0,1,0,502,515,559,36,539,548,2,77,8,14,560,680,69,0,0,0,0,0,0,1
33,84,62,62,570,162,201,1538,60,22,17,0,1,18,108,1326,166,235,275,647,2,570,59,201,790,110,387,0,0,0,0,0,0,1
54,78,207,209,561,167,184,1544,79,41,15,0,1,18,213,987,155,178,51,461,2,561,32,151,798,404,387,0,0,0,0,0,0,1
49,67,226,226,494,86,111,1473,83,36,17,0,1,18,195,1066,190,133,238,496,2,494,23,95,767,560,387,0,0,0,0,0,0,1
48,53,300,300,37,13,12,204,107,51,16,0,1,18,189,626,582,43,671,380,0,37,9,7,310,1215,39,0,0,0,0,0,0,1
68,75,315,315,55,17,12,422,108,56,16,0,1,18,266,753,552,64,674,421,0,55,12,8,291,1302,58,0,0,0,0,0,0,1
47,72,353,353,566,99,121,1545,69,41,17,0,1,18,184,305,201,173,284,641,2,566,31,113,757,284,387,0,0,0,0,0,0,1
43,54,359,359,48,22,13,344,107,51,17,0,1,18,170,1051,457,85,642,345,0,48,15,7,230,1220,64,0,0,0,0,0,0,1
93,146,420,420,794,156,187,1779,70,51,17,0,1,18,357,655,280,242,321,549,2,788,64,176,696,281,387,0,0,0,0,0,0,1
83,90,477,477,50,19,8,233,84,36,17,0,1,18,328,570,256,91,761,408,0,50,16,5,76,446,50,0,0,0,0,0,0,1
37,56,508,508,525,142,170,1503,77,41,17,0,1,18,134,1207,105,139,41,601,2,525,24,159,842,380,387,0,0,0,0,0,0,1
19,23,38,38,497,96,168,1389,20,13,18,0,1,18,58,103,18,30,8,590,2,497,7,154,912,17,384,0,0,0,0,0,0,1
67,125,114,114,694,192,185,1623,59,26,18,0,1,18,261,695,472,246,270,433,2,694,67,136,620,131,387,0,0,0,0,0,0,1
179,197,169,169,90,27,17,618,98,42,18,0,1,18,630,934,708,64,396,480,2,90,12,14,453,945,101,0,0,0,0,0,0,1
650,679,201,201,335,55,76,1237,68,20,17,0,1,18,794,1086,110,50,91,647,2,335,10,77,838,132,332,0,0,0,0,0,0,1
363,380,8,8,145,20,28,625,60,10,31,0,1,20,1130,364,256,29,351,543,2,145,7,26,710,57,115,0,0,0,0,0,0,1
237,255,37,37,465,99,108,1420,65,15,30,0,1,20,757,667,229,113,98,409,2,465,20,74,730,109,386,0,0,0,0,0,0,1
557,585,90,90,332,40,62,1254,74,25,31,0,1,20,1114,756,143,48,239,620,2,332,10,61,808,207,295,0,0,0,0,0,0,1
378,396,97,97,365,81,74,1315,76,27,30,0,1,20,1177,913,150,62,52,547,2,365,12,70,803,294,344,0,0,0,0,0,0,1
176,197,123,123,171,41,35,879,76,20,30,0,1,20,612,1132,557,82,343,437,2,171,15,25,562,199,204,0,0,0,0,0,0,1
109,115,139,139,379,73,72,1334,84,28,30,0,1,20,397,1124,248,101,211,487,2,379,18,61,714,406,373,0,0,0,0,0,0,1
181,205,165,165,467,77,88,1425,67,22,31,0,1,20,620,755,174,100,181,582,2,467,18,84,782,124,386,0,0,0,0,0,0,1
121,127,186,186,513,136,168,1496,80,36,30,0,1,20,423,985,86,101,22,517,2,513,18,142,856,499,387,0,0,0,0,0,0,1
364,389,227,227,481,113,94,1469,94,44,30,0,1,20,1134,983,246,136,102,484,2,481,24,79,716,988,387,0,0,0,0,0,0,1
320,347,260,260,505,93,108,1480,74,34,31,0,1,20,996,673,147,107,106,566,2,505,19,101,805,302,387,0,0,0,0,0,0,1
137,149,277,277,541,177,189,1525,94,52,31,0,1,20,468,1219,87,136,24,539,2,541,24,179,856,1075,387,0,0,0,0,0,0,1
108,135,307,307,578,277,198,1586,103,58,31,0,1,20,394,1135,169,202,21,417,2,578,40,165,787,1255,387,0,0,0,0,0,0,1
108,133,351,351,551,276,197,1547,103,58,31,0,1,20,394,1278,170,197,16,403,2,551,38,159,786,1259,387,0,0,0,0,0,0,1
537,569,804,804,487,123,145,1485,102,58,32,0,1,20,1165,1260,123,119,47,505,2,487,21,119,827,1238,387,0,0,0,0,0,0,1
847,882,221,221,89,26,12,521,85,28,72,0,1,4,710,533,459,72,610,421,0,89,17,8,232,387,81,0,0,0,0,0,0,1
793,839,258,258,145,38,17,972,107,55,72,0,1,4,824,1081,213,154,779,331,0,145,34,9,61,1264,170,0,0,0,0,0,0,1
493,523,44,44,165,20,17,760,62,13,50,0,1,12,1354,561,722,65,715,647,2,165,15,17,441,82,146,0,0,0,0,0,0,1
816,845,1913,1914,297,41,50,1252,85,44,18,0,1,0,175,487,194,50,232,534,2,297,10,46,763,716,243,0,0,0,0,0,0,1
350,367,202,202,96,19,15,973,153,85,29,0,1,0,1086,700,769,62,596,499,1,96,12,13,411,1503,94,0,0,0,0,0,0,1
373,397,291,291,131,59,34,946,118,58,29,0,1,0,1168,1231,620,114,312,273,0,131,20,17,337,1430,186,0,0,0,0,0,0,1
147,155,562,562,132,36,21,936,114,55,29,0,1,0,506,1061,675,94,407,452,0,132,17,16,362,1389,153,0,0,0,0,0,0,1
848,880,721,721,126,16,19,813,93,43,29,0,1,0,26,326,618,75,773,397,0,126,14,12,336,925,99,0,0,0,0,0,0,1
851,880,800,800,187,12,33,1010,82,36,29,0,1,0,26,243,272,35,646,490,2,187,8,28,701,550,140,0,0,0,0,0,0,1
845,880,821,821,208,21,26,1058,76,36,29,0,1,0,26,562,729,101,767,426,0,208,18,18,390,511,181,0,0,0,0,0,0,1
852,881,839,839,99,11,19,591,84,33,29,0,1,0,24,455,440,29,626,647,2,99,7,19,643,428,85,0,0,0,0,0,0,1
15,25,846,846,137,19,17,847,94,36,29,0,1,0,45,585,769,75,704,510,1,137,14,15,411,782,123,0,0,0,0,0,0,1
15,26,849,849,118,16,19,772,95,41,29,0,1,0,45,1168,675,83,798,559,2,118,15,18,474,843,153,0,0,0,0,0,0,1
13,23,860,860,211,15,23,1105,83,44,29,0,1,0,37,425,546,68,771,647,2,211,13,23,573,849,170,0,0,0,0,0,0,1
855,883,869,869,96,7,20,585,83,35,29,0,1,0,16,377,344,23,773,647,2,96,6,20,672,552,78,0,0,0,0,0,0,1
20,25,881,881,143,16,21,898,96,42,24,0,1,0,62,381,478,42,522,647,2,143,9,21,618,861,114,0,0,0,0,0,0,1
15,24,885,885,150,15,21,923,94,36,24,0,1,0,46,785,550,63,751,647,2,150,12,21,569,818,147,0,0,0,0,0,0,1
850,883,897,897,119,16,13,726,67,36,29,0,1,0,16,538,597,83,798,541,0,119,15,12,320,602,104,0,0,0,0,0,0,1
15,24,903,903,114,15,20,733,94,36,24,0,1,0,46,972,586,63,751,520,2,114,12,18,537,781,128,0,0,0,0,0,0,1
5,16,913,913,199,16,22,1025,44,42,24,0,1,0,17,310,611,76,773,496,2,199,14,19,521,395,151,0,0,0,0,0,0,1
13,20,922,922,113,13,18,763,101,44,24,0,1,0,38,591,559,49,733,557,2,113,10,17,560,1022,102,0,0,0,0,0,0,1
9,14,930,930,103,9,14,635,76,41,24,0,1,0,27,87,559,36,784,647,2,103,8,14,560,554,69,0,0,0,0,0,0,1
19,27,937,937,100,14,14,684,100,42,24,0,1,0,57,459,703,63,769,495,0,100,12,12,378,975,86,0,0,0,0,0,0,1
9,15,976,976,126,11,22,764,72,41,24,0,1,0,27,516,492,42,759,528,2,126,9,20,607,587,109,0,0,0,0,0,0,1
10,17,1003,1003,127,10,18,799,95,41,24,0,1,0,29,382,559,49,817,557,2,127,10,17,560,761,102,0,0,0,0,0,0,1
5,12,1025,1025,116,11,16,644,51,36,24,0,1,0,17,313,590,49,788,552,2,116,10,15,533,244,92,0,0,0,0,0,0,1
9,9,1223,1222,114,10,41,614,65,35,24,0,1,0,27,506,79,6,355,647,2,114,3,41,863,194,101,0,0,0,0,0,0,1
515,551,1143,1143,51,26,7,390,108,58,55,1,0,3,1369,970,135,118,806,384,0,51,25,4,43,1327,63,0,0,0,0,0,0,1
904,934,1597,1598,92,17,14,411,53,15,58,1,0,8,238,416,584,30,483,647,2,92,9,14,539,83,77,0,0,0,0,0,0,1
342,365,1050,1050,221,41,33,1127,94,43,39,0,1,0,965,1167,619,94,411,460,2,221,20,26,516,819,250,0,0,0,0,0,0,1
752,792,1100,1100,266,67,40,1230,106,45,39,0,1,0,835,435,736,94,276,271,0,266,20,20,392,1165,210,0,0,0,0,0,0,1
374,398,1116,1116,315,59,41,1278,97,44,40,0,1,0,1057,628,622,100,325,408,2,315,21,27,513,892,264,0,0,0,0,0,0,1
781,821,1529,1530,185,38,30,1109,111,56,38,0,1,0,751,1064,579,111,539,354,0,185,23,17,307,1376,206,0,0,0,0,0,0,1
771,809,1540,1541,138,34,22,950,111,55,38,0,1,0,781,1156,568,101,562,423,0,138,21,15,299,1313,175,0,0,0,0,0,0,1
538,586,325,325,304,69,42,1184,63,33,17,1,0,23,1081,1309,503,217,637,385,0,304,48,26,257,119,378,0,0,0,0,0,0,1
576,601,381,381,40,10,10,118,69,21,16,1,0,23,1013,545,678,30,690,524,2,40,7,9,473,127,40,0,0,0,0,0,0,1
717,764,1586,1587,147,35,33,913,94,44,45,1,0,8,907,1289,478,144,764,220,0,147,30,15,243,888,227,0,0,0,0,0,0,1
260,293,61,61,544,121,179,1572,148,87,29,0,1,0,838,1287,151,184,216,516,2,544,34,161,802,1499,387,0,0,0,0,0,0,1
406,492,1399,1400,540,180,182,1523,94,44,29,0,1,0,1267,1334,747,288,505,406,2,540,101,122,424,1006,387,0,0,0,0,0,0,1
99,99,1511,1512,53,13,15,360,97,44,14,1,0,4,380,711,630,51,733,384,0,53,10,9,343,1050,55,0,0,0,0,0,0,1
52,66,1520,1521,451,65,78,1431,80,36,16,1,0,4,208,834,212,110,271,559,2,451,19,75,746,396,385,0,0,0,0,0,0,1
141,139,1526,1527,45,9,8,148,76,22,15,1,0,4,497,375,678,37,784,647,0,45,8,8,365,237,40,0,0,0,0,0,0,1
66,83,1537,1538,404,70,66,1357,75,35,15,1,0,4,258,1193,311,129,293,622,2,404,22,65,682,290,385,0,0,0,0,0,0,1
113,116,1560,1561,66,21,12,497,103,55,16,1,0,4,410,1194,572,85,677,535,0,66,15,11,303,1248,97,0,0,0,0,0,0,1
78,80,1568,1569,41,11,11,255,104,52,14,1,0,4,307,718,620,30,626,529,2,41,7,10,515,1200,45,0,0,0,0,0,0,1
69,70,1598,1599,48,11,13,254,87,43,16,1,0,4,272,166,422,11,383,647,2,48,4,13,651,705,37,0,0,0,0,0,0,1
92,91,1635,1636,56,17,13,377,94,44,15,1,0,4,354,435,687,37,423,456,2,56,8,10,466,992,51,0,0,0,0,0,0,1
87,98,1642,1643,63,23,9,247,66,20,14,1,0,4,338,980,234,123,787,424,0,63,21,6,68,116,75,0,0,0,0,0,0,1
329,374,1660,1661,383,79,45,1345,83,36,11,1,0,4,1063,1272,437,234,696,360,0,383,57,26,218,634,386,0,0,0,0,0,0,1
74,74,1663,1664,72,15,18,478,92,40,11,1,0,4,289,397,320,17,353,647,2,72,5,18,679,829,62,0,0,0,0,0,0,1
375,406,1678,1679,378,45,31,1344,81,50,14,1,0,4,1193,662,685,169,613,521,0,378,30,28,368,735,331,0,0,0,0,0,0,1
73,82,1144,1144,354,67,53,1355,108,56,17,0,1,11,285,630,245,78,132,538,2,354,14,49,717,1388,305,0,0,0,0,0,0,1
90,147,375,375,388,104,58,1386,97,52,16,0,1,15,347,1300,287,249,611,177,0,388,68,25,94,1092,387,0,0,0,0,0,0,1
123,140,442,442,261,62,36,1216,99,50,16,0,1,15,437,1146,550,173,415,343,0,261,31,20,290,1072,280,0,0,0,0,0,0,1
123,151,462,462,309,57,41,1281,97,51,16,0,1,15,437,1238,491,212,683,324,0,309,42,22,249,1025,347,0,0,0,0,0,0,1
135,144,519,519,188,32,17,1059,91,44,16,0,1,15,474,554,556,122,609,480,0,188,21,14,293,923,164,0,0,0,0,0,0,1
571,610,614,614,244,47,32,1186,99,44,19,0,1,1,990,1299,610,176,628,473,0,244,32,26,329,1034,329,0,0,0,0,0,0,1
554,587,623,623,215,50,31,1147,102,50,19,0,1,1,1079,866,650,104,335,436,2,215,18,22,494,1165,209,0,0,0,0,0,0,1
553,590,644,644,216,54,30,1173,108,55,19,0,1,1,1069,755,487,154,417,234,0,216,27,14,246,1299,201,0,0,0,0,0,0,1
552,584,659,659,221,22,24,1182,108,55,19,0,1,1,1085,616,647,96,729,504,2,221,17,21,496,1341,196,0,0,0,0,0,0,1
514,555,664,664,291,55,42,1285,109,58,18,0,1,1,1172,1291,719,177,503,445,0,291,32,31,386,1367,356,0,0,0,0,0,0,1
561,599,671,671,231,40,24,1189,106,52,18,0,1,1,1027,808,406,177,741,333,0,231,32,13,191,1222,215,0,0,0,0,0,0,1
540,578,677,677,194,54,36,1126,109,57,19,0,1,1,1107,1318,681,162,452,448,0,194,29,27,366,1333,320,0,0,0,0,0,0,1
569,605,1084,1084,306,49,34,1303,111,58,18,0,1,1,1005,984,749,150,448,451,0,306,26,26,399,1346,298,0,0,0,0,0,0,1
622,654,21,21,114,27,15,692,86,33,17,0,1,0,868,699,548,97,583,447,0,114,17,11,289,507,107,0,0,0,0,0,0,1
620,651,21,21,114,27,15,692,86,33,16,0,1,0,872,699,548,97,583,447,0,114,17,11,289,507,107,0,0,0,0,0,0,1
776,824,60,60,408,105,70,1365,75,34,17,0,1,0,286,1233,600,188,294,412,2,408,35,47,527,235,386,0,0,0,0,0,0,1
730,776,76,76,260,60,33,1136,74,44,15,0,1,0,491,1150,550,173,429,382,0,260,31,20,290,256,280,0,0,0,0,0,0,1
724,770,86,86,341,74,50,1308,87,44,16,0,1,0,527,957,620,173,363,294,0,341,31,26,337,712,323,0,0,0,0,0,0,1
728,781,102,102,323,88,57,1307,104,55,14,0,1,0,467,1234,534,206,383,159,0,323,40,24,277,1197,354,0,0,0,0,0,0,1
736,773,112,112,185,31,22,998,86,35,14,0,1,0,498,806,729,105,515,478,0,185,18,18,390,482,181,0,0,0,0,0,0,1
730,819,136,136,520,153,117,1507,86,44,15,0,1,0,299,1195,427,268,429,61,0,520,80,42,210,719,387,0,0,0,0,0,0,1
773,811,193,193,402,116,81,1407,103,50,14,0,1,0,340,1138,374,129,67,442,2,402,22,60,665,1176,383,0,0,0,0,0,0,1
742,785,205,205,186,66,37,1094,104,56,16,0,1,0,461,1276,769,133,316,404,1,186,23,24,411,1233,261,0,0,0,0,0,0,1
786,820,216,216,145,53,31,940,102,52,15,0,1,0,296,1019,725,92,286,368,2,145,16,18,439,1121,163,0,0,0,0,0,0,1
708,741,288,288,132,23,17,831,95,44,15,0,1,0,615,746,586,97,702,453,0,132,17,13,313,865,128,0,0,0,0,0,0,1
778,815,304,304,214,34,22,1063,77,36,15,0,1,0,332,588,683,110,490,478,0,214,19,18,367,375,187,0,0,0,0,0,0,1
189,205,1440,1441,92,10,12,630,97,41,29,0,1,0,644,170,769,49,817,535,1,92,10,11,411,957,67,0,0,0,0,0,0,1
813,842,372,372,40,7,13,190,96,44,16,1,0,8,201,735,478,17,718,647,2,40,5,13,618,894,44,0,0,0,0,0,0,1
186,204,1910,1911,42,14,7,282,108,55,17,1,0,8,649,654,478,64,769,499,0,42,12,6,243,1281,44,0,0,0,0,0,0,1
182,226,1911,1912,499,85,70,1484,86,44,17,1,0,8,637,793,656,217,477,383,0,499,48,43,355,744,387,0,0,0,0,0,0,1
643,668,1047,1047,52,8,8,343,91,47,18,1,0,9,830,42,769,30,779,647,1,52,7,8,411,1003,36,0,0,0,0,0,0,1
502,536,1232,1232,631,254,236,1619,33,58,19,1,0,9,1219,828,27,128,5,644,2,631,22,210,906,691,387,0,0,0,0,0,0,1
777,807,1278,1278,70,11,15,485,94,47,18,1,0,9,387,610,517,30,626,647,2,70,7,15,591,1011,67,0,0,0,0,0,0,1
751,783,1289,1289,53,9,7,289,82,41,18,1,0,9,484,28,611,36,784,647,0,53,8,7,330,627,35,0,0,0,0,0,0,1
587,612,1357,1358,25,8,7,94,107,44,15,0,1,1,979,718,602,30,779,499,0,25,7,6,324,1182,25,0,0,0,0,0,0,1
631,659,429,429,39,12,10,119,69,33,16,1,0,23,848,818,769,37,646,524,1,39,8,9,411,163,46,0,0,0,0,0,0,1
290,308,452,452,45,18,14,159,77,43,17,1,0,23,917,1256,769,57,576,495,1,45,11,12,411,295,79,0,0,0,0,0,0,1
612,640,511,511,60,20,17,260,70,33,16,1,0,23,908,1237,572,50,442,554,2,60,10,16,550,186,97,0,0,0,0,0,0,1
712,746,557,557,60,17,11,219,69,22,16,1,0,23,607,357,432,78,758,356,0,60,14,6,215,121,52,0,0,0,0,0,0,1
697,724,724,724,54,12,9,177,67,20,17,1,0,23,671,478,687,43,723,647,0,54,9,9,370,139,51,0,0,0,0,0,0,1
676,704,779,779,59,10,15,273,70,41,17,1,0,23,724,779,536,30,690,548,2,59,7,14,580,241,63,0,0,0,0,0,0,1
637,665,806,806,48,15,9,189,77,28,17,1,0,23,833,643,590,50,639,516,0,48,10,8,315,332,50,0,0,0,0,0,0,1
653,681,810,810,38,9,7,123,71,43,17,1,0,23,784,206,670,30,747,647,0,38,7,7,360,266,31,0,0,0,0,0,0,1
640,673,822,822,47,28,16,184,76,41,17,1,0,23,812,1293,542,91,507,396,0,47,16,10,284,349,95,0,0,0,0,0,0,1
673,707,837,837,82,23,15,454,76,43,16,1,0,23,716,809,512,91,657,384,0,82,16,9,262,258,85,0,0,0,0,0,0,1
251,267,1034,1034,47,12,9,265,92,40,45,1,0,8,720,596,543,42,790,464,0,47,11,7,285,837,48,0,0,0,0,0,0,1
24,36,1344,1345,218,23,21,1161,97,55,15,1,0,9,79,760,687,105,733,647,2,218,18,21,466,1209,202,0,0,0,0,0,0,1
889,919,962,962,202,16,23,969,43,42,69,1,0,13,402,172,518,39,659,570,2,202,11,22,590,166,142,0,0,0,0,0,0,1
738,772,175,175,24,12,4,97,111,58,20,0,1,2,533,513,222,64,817,464,0,24,12,3,63,1358,23,0,0,0,0,0,0,1
606,634,80,80,134,17,23,845,91,50,18,0,1,15,927,288,334,30,390,647,2,134,7,23,673,855,102,0,0,0,0,0,0,1
417,454,1380,1381,89,49,19,701,114,56,16,0,1,0,1317,1315,398,169,544,397,0,89,30,12,184,1420,195,0,0,0,0,0,0,1
434,460,1112,1112,41,11,12,201,97,43,14,0,1,0,1367,523,502,17,435,647,2,41,5,12,600,914,41,0,0,0,0,0,0,1
424,451,1353,1354,308,37,39,1262,81,43,80,1,0,8,1112,737,431,60,366,597,2,308,15,38,649,646,270,0,0,0,0,0,0,1
380,395,1549,1550,95,13,17,651,93,52,79,1,0,8,1010,133,438,12,430,647,2,95,6,17,645,961,67,0,0,0,0,0,0,1
55,56,685,685,26,7,12,66,54,13,74,1,0,19,173,1191,502,8,718,647,2,26,5,12,600,60,41,0,0,0,0,0,0,1
727,759,670,670,54,13,13,357,96,44,19,0,1,11,583,49,422,11,345,647,2,54,4,13,651,967,37,0,0,0,0,0,0,1
412,433,5,5,71,10,17,400,78,41,20,0,1,15,1299,322,368,16,490,647,2,71,5,17,669,343,58,0,0,0,0,0,0,1
531,558,597,597,112,14,19,742,93,49,19,0,1,8,1167,255,440,30,460,647,2,112,7,19,643,910,85,0,0,0,0,0,0,1
702,727,972,972,87,25,26,600,94,50,74,0,1,4,1033,1021,231,12,250,647,2,87,6,26,728,1013,102,0,0,0,0,0,0,1
52,54,1779,1780,396,73,120,1354,79,43,20,0,1,0,207,611,28,24,14,647,2,396,6,112,905,470,345,0,0,0,0,0,0,1
269,289,134,134,78,10,12,113,20,3,15,1,0,23,877,412,636,43,786,647,2,78,9,12,505,5,66,0,0,0,0,0,0,1
243,260,157,157,117,14,12,285,24,5,14,1,0,23,797,88,642,64,769,535,0,117,12,11,347,11,78,0,0,0,0,0,0,1
41,45,174,174,121,17,19,276,27,3,15,1,0,23,160,495,508,43,483,647,2,121,9,19,596,7,103,0,0,0,0,0,0,1
623,650,53,53,69,14,26,730,142,77,13,0,1,18,870,1000,215,17,367,538,2,69,5,24,743,1488,83,0,0,0,0,0,0,1
832,863,6,6,28,9,6,109,100,51,13,0,1,18,39,236,445,43,817,434,0,28,9,4,222,1096,22,0,0,0,0,0,0,1
724,757,11,11,22,7,3,208,156,90,13,0,1,18,569,12,438,30,817,647,0,22,7,3,219,1513,15,0,0,0,0,0,0,1
716,749,17,17,31,10,9,393,155,90,13,0,1,18,587,760,550,43,786,424,0,31,9,6,290,1514,33,0,0,0,0,0,0,1
120,118,26,26,105,17,18,1029,154,85,13,0,1,18,431,540,542,43,483,557,2,105,9,17,577,1507,95,0,0,0,0,0,0,1
145,141,47,47,26,6,8,214,149,81,13,0,1,18,513,654,602,17,769,647,2,26,5,8,526,1496,25,0,0,0,0,0,0,1
25,25,57,57,50,10,16,495,132,71,13,0,1,18,83,458,289,11,407,647,2,50,4,16,692,1467,47,0,0,0,0,0,0,1
776,805,89,89,31,10,14,341,151,82,13,0,1,18,374,919,528,17,490,464,2,31,5,11,585,1501,37,0,0,0,0,0,0,1
453,478,94,93,43,9,11,530,154,85,13,0,1,18,1360,640,620,30,747,529,2,43,7,10,515,1505,45,0,0,0,0,0,0,1
125,119,124,124,24,7,11,170,146,78,13,0,1,18,443,1089,550,17,718,529,2,24,5,10,569,1493,33,0,0,0,0,0,0,1
95,91,128,128,28,9,7,274,149,81,13,0,1,18,366,264,653,17,558,647,2,28,5,7,491,1497,23,0,0,0,0,0,0,1
779,818,149,149,270,36,45,1324,141,78,13,0,1,18,292,629,599,140,615,163,0,270,24,19,322,1485,231,0,0,0,0,0,0,1
103,100,87,87,91,15,20,837,135,73,13,0,1,8,389,610,440,30,426,562,2,91,7,19,643,1469,85,0,0,0,0,0,0,1
148,150,1,1,112,19,28,1050,150,84,13,0,1,8,525,661,597,57,531,359,2,112,11,16,529,1502,104,0,0,0,0,0,0,1
39,48,10,10,88,15,9,894,143,81,13,0,1,8,145,432,546,78,797,647,0,88,14,9,288,1492,74,0,0,0,0,0,0,1
16,26,14,14,207,49,56,1204,123,70,13,0,1,8,49,1057,485,78,272,320,2,207,14,30,612,1460,222,0,0,0,0,0,0,1
612,649,32,32,116,31,35,1103,157,92,13,0,1,8,876,970,233,160,784,20,0,116,28,8,67,1515,129,0,0,0,0,0,0,1
