 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ?), Operating Profit Per Share (Yuan ?), Per Share Net profit before tax (Yuan ?), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,BankruptClass
1983,1253,1768,2338,2349,1633,1431,1407,916,1475,1132,210,2749,355,0,392,399,400,470,684,876,399,509,5143,5274,4978,4979,5016,1396,1554,2231,1982,1895,1120,3219,2365,1960,2247,596,2006,3,1569,1409,2670,83,747,972,2195,7,133,601,1029,3322,2115,1230,2368,3758,945,3420,3923,3861,5885,5075,3498,1967,3684,1659,904,1870,5649,1019,4982,2191,3803,3752,6176,3498,3684,1445,3816,3878,3856,3743,4624,0,2096,1441,1340,4830,2027,3230,5868,5770,0,3596,0
1041,1240,1064,776,778,1226,1384,1364,1286,1421,2819,1231,1359,0,0,695,702,703,493,569,2974,382,536,3903,6131,3603,3593,3776,1675,1548,1299,1183,2915,3083,1140,4258,3211,996,6116,8,3,1423,1610,4757,194,427,2092,187,2042,372,4086,1031,198,5472,6326,6702,5626,3397,4005,6272,1565,4076,3547,6626,6483,6033,0,2241,2257,3810,1544,519,3283,3935,5477,281,6626,6033,3,6223,5748,1545,6465,3425,0,2290,2475,3904,1239,2437,5526,1454,1356,0,1300,0
195,253,189,1784,1804,1565,425,397,153,391,623,1121,978,445,0,350,357,358,224,536,612,378,256,3339,5356,3983,3993,3955,1229,692,2213,1013,617,1827,833,1961,1665,2542,6276,1441,1471,1387,397,1131,61,281,3236,1564,879,98,3481,1328,354,651,2469,1247,1796,1907,1609,4331,961,329,304,6074,654,3756,0,226,665,6418,449,785,660,3423,4150,255,6074,3756,3,4052,4165,1093,3922,6161,0,242,1633,2013,3723,353,2667,954,856,0,4159,0
746,1059,871,1245,1251,945,1219,1274,1384,1315,689,235,3592,0,0,1613,1620,1620,449,829,1370,298,465,522,743,976,968,932,539,4267,309,2048,3990,4087,2874,747,694,3513,6453,8,3,773,1160,532,84,1039,524,2366,2123,108,3060,729,103,3726,3103,2475,4357,4750,4739,1972,5305,2799,3371,6212,2876,1635,0,1836,1587,2834,2779,2091,4626,496,4093,93,6212,1635,3,3931,4502,4169,3697,2218,0,1580,2959,4147,2399,1561,982,1178,1080,0,5844,0
2979,2886,2833,1878,1899,2195,3421,3230,2311,3261,79,1262,3742,445,781,1806,1812,1809,1141,1029,2336,671,1275,4189,4230,3000,2999,2990,1663,2983,1453,1818,4268,4773,1394,2213,1850,2357,5732,1129,3,3339,4543,1981,88,280,3244,740,1218,132,2786,1675,821,4944,5266,4085,5943,5348,5665,2832,4752,1554,1423,1902,4758,2845,1763,6581,6506,1903,3359,3066,5076,1567,3866,925,1902,2845,1898,3862,3953,4914,3781,1916,0,6517,5019,5884,3913,6557,3008,3093,2995,0,3818,0
1425,1515,1415,2639,2662,1776,1839,1831,1194,1891,1321,82,2063,163,0,660,667,668,540,632,1191,440,579,1518,1611,1651,1643,1571,1394,1724,845,1490,4375,4038,2113,2962,2358,1849,1860,2185,3,1891,1923,3314,75,136,4812,2224,109,133,1900,1235,4567,5008,3836,4053,3903,4677,4088,2655,2336,3552,5093,1027,5237,3065,2806,2907,2672,5341,3461,2001,5191,3920,628,5137,1027,3065,3338,535,755,2353,533,1800,0,3299,829,3562,5360,3360,3990,4704,4606,0,2836,0
1119,1147,1088,1410,1429,1073,1365,1337,1436,1437,708,29,3046,200,428,584,591,592,464,680,748,332,500,1026,552,5031,5033,1134,859,1401,1488,1998,3369,3897,3426,2271,1891,2316,3048,1982,3,1012,1336,1333,57,232,3769,762,100,94,2654,863,4876,2901,3064,1833,4302,4672,4677,2027,3478,1516,845,1004,2722,2297,3114,2032,1799,3253,2210,2360,3916,569,3122,4049,1004,2297,2835,3091,3111,3391,3071,2907,0,1781,1582,4525,2827,1752,3100,6014,5916,0,3726,0
2153,2037,1987,1451,1459,1861,1879,1757,1148,1811,2913,1429,2447,280,1366,1299,1306,1309,743,845,3300,777,872,2565,3339,2911,2871,2872,1088,3403,1287,1938,3548,3867,1703,3641,2809,1398,4487,1474,34,3705,3546,4307,198,350,2616,385,1258,370,3875,1738,1303,5441,5965,5826,5912,4261,4924,5118,3316,3151,3221,3345,6087,5067,1380,5070,3965,4709,597,21,3282,199,5846,1915,3345,5067,2238,6504,6106,3777,6616,2699,0,4833,6028,4501,2929,5233,4821,3773,3675,0,2005,0
1582,1232,1450,1907,1932,1070,1478,1426,1557,1501,1164,220,3515,0,1092,643,650,651,483,764,1386,327,526,2127,665,1883,1879,1504,1468,1606,1241,2589,4647,4667,1167,1426,1271,2936,3783,8,3,966,1534,3006,114,269,3350,29,518,153,1320,884,1105,6103,5900,5774,6265,5325,5783,3461,5200,2712,4399,6077,5729,2940,0,2184,1971,5830,3048,2191,5150,1419,5318,3057,6077,2940,3,5666,5807,4916,5475,1515,0,2327,221,4351,3982,2165,1954,1986,1888,0,4872,0
1744,1872,1770,1427,1434,1387,2110,2081,1839,2145,392,1033,1124,92,211,1450,1457,1460,690,492,2231,413,743,2050,1760,2827,2829,2833,76,3829,1342,1012,1068,2319,1517,2991,2377,1830,3991,1794,1280,1686,2990,2341,97,256,3492,1050,522,173,3101,1120,2635,1291,3825,2598,3755,2438,2914,5161,1201,4395,633,4846,1271,4810,838,5115,4315,3207,1365,1527,1236,3812,4989,2401,4846,4810,837,5034,4858,1218,5043,5636,0,4312,3232,2486,2870,4374,4025,3514,3416,0,2801,0
2283,2478,2283,1760,1779,1952,2152,2126,1354,2126,207,1366,396,0,197,1235,1242,1244,763,236,2740,657,860,3750,3911,4816,4809,4730,405,3834,2186,333,4276,3981,1140,2338,1941,2266,5163,8,3,3287,3481,4212,175,424,2110,71,1465,264,3862,1814,1063,6250,6145,6538,4734,4680,3892,4834,298,3398,4809,6029,6401,4281,0,5035,4783,4562,2602,1333,4721,3756,4182,1332,6029,4281,3,4724,4694,332,4621,1908,0,5664,1757,4566,3667,5684,3186,1454,1356,0,3640,0
2283,2192,1952,1546,1551,1949,2231,1996,1447,2027,2927,1148,263,202,1860,2017,2023,2021,885,145,3324,842,1108,813,1649,1822,1815,1678,1597,3562,442,200,5142,5227,1191,1461,1300,2907,6212,128,184,3849,4248,2559,160,659,1168,288,2045,232,5565,2893,1905,6607,6675,6630,6214,5920,5776,3258,206,1978,3879,4932,6600,2821,69,5776,4978,3695,2432,2089,5158,893,1236,336,4932,2821,231,648,574,322,819,998,0,5406,3549,5740,3150,4963,2000,2138,2040,0,4826,0
3146,2927,2927,3487,3497,3241,3542,3278,1415,3301,1082,362,5218,0,1366,1412,1419,1422,887,1214,1291,862,1088,4566,5026,4274,4274,4325,417,4056,2382,3249,4642,4851,1195,578,545,3662,1295,8,3,3887,4127,1024,89,414,2169,290,108,108,498,1595,3237,4538,3973,2941,3091,5573,4023,1551,6607,1882,2604,6412,3469,1273,0,6061,5726,4456,2771,2494,5039,2989,324,5907,6412,1273,3,239,148,6531,420,1520,0,6452,340,4586,6513,6079,744,2187,2089,0,6082,0
2639,2262,2398,2459,2461,2251,2564,2308,1521,2358,721,995,3284,196,1701,914,921,922,720,829,1974,630,840,4345,5770,6031,6033,6061,1572,3100,2291,2538,2031,2509,1548,2709,2190,2017,2770,1517,3,3157,3496,2521,114,472,1850,366,269,192,2720,1700,3416,2210,2616,2236,4238,2651,3917,3665,4346,4643,2737,2360,2119,3658,2452,5123,4374,4990,6220,5162,1893,3784,4906,4018,2360,3658,2324,5215,5077,4655,5199,4465,0,5519,849,2553,5051,5627,3671,3390,3292,0,3155,0
2460,2528,2483,2148,2149,2269,2419,2417,1314,2463,286,1435,3864,223,87,1781,1787,1785,949,1082,2838,827,1033,950,1493,1682,1672,1603,1531,3919,210,2386,4609,4142,1405,1391,1245,2962,2912,90,3,3818,4005,3593,130,367,2490,2207,383,206,2873,1761,3073,5879,4658,5342,4801,4763,4594,3198,5505,3746,5604,5126,5390,2749,0,6225,5256,4405,1946,264,4634,3871,5604,3941,5126,2749,3,6051,6091,5347,5861,1554,0,6084,2067,4323,4488,5822,1906,3230,3132,0,4920,0
2034,2044,1944,1371,1379,1612,1748,1674,1271,1739,108,1481,918,413,883,1790,1796,1794,910,130,3656,868,1319,4240,5920,5975,5976,6002,67,4448,2192,509,2850,3139,1411,4244,3203,1004,4875,8,3,3902,4067,4898,241,346,2647,514,1792,599,4973,2067,1528,5322,6311,6617,4609,3428,3014,6253,867,3965,3267,6264,6358,6015,0,4158,3568,5416,453,5295,2747,3505,4775,1211,6264,6015,3,5810,5333,766,6085,3497,0,4851,4461,3307,2728,5593,5509,3128,3030,0,1317,0
2848,2342,2499,2655,2670,2735,2966,2642,1392,2615,367,64,4850,69,1690,402,409,410,578,754,630,504,666,4900,5967,5314,5329,5918,1547,2761,2031,2771,5552,5576,1204,501,476,3731,3870,383,3,2377,2563,1638,91,421,2125,84,286,108,1480,1639,1806,6396,5941,5496,6324,6250,6281,1340,6389,1990,5051,6626,5696,1103,0,599,5600,3027,4025,3252,5943,1817,6289,3322,6626,1103,3,6395,6601,5802,6140,580,0,5740,395,6510,5383,4969,637,2223,2125,0,6189,0
3069,2926,2881,3709,3718,3273,3508,3303,1097,3343,1925,493,4745,216,914,846,853,854,862,969,1138,832,959,4810,5377,5239,5243,5281,442,3651,2612,3118,4394,4685,1308,2457,2023,2184,1981,1782,3,3825,3907,2460,86,129,4876,457,170,128,797,1783,3178,4304,4412,2891,2339,5566,3203,1824,5407,1054,574,731,4186,2215,3070,5490,4183,6347,2952,2985,4967,3556,1548,5175,731,2215,3187,1650,1630,5990,1722,1781,0,6432,6804,3334,6744,6519,3350,2788,2690,0,3476,0
1152,1248,1196,1240,1246,951,1507,1485,1728,1555,675,1234,2689,434,0,564,571,572,481,686,945,311,520,3966,4434,5229,5234,5262,1480,2323,1906,2045,3404,3745,2128,1881,1609,2598,4010,241,3,851,1490,2822,82,199,4159,2376,383,122,2448,772,2380,4122,4477,3849,4321,4237,3982,3691,3892,2968,2706,4316,3745,3307,478,1422,2305,3751,3096,2410,4365,45,3213,2710,4316,3307,552,3225,3301,3629,3187,2868,0,2313,2075,4208,2386,2188,2561,4727,4629,0,4265,0
2795,2386,2710,3308,3317,2904,3533,3350,2139,3398,1292,1070,5272,168,658,1398,1405,1408,799,1144,854,583,869,1972,2352,2543,2536,2576,1367,1463,1174,2170,306,1061,1267,656,616,3591,2129,489,16,2890,3603,179,47,839,798,1446,2444,60,4091,2616,6407,543,330,89,2017,1098,3321,1119,6559,611,270,3350,597,992,2586,5730,5667,3482,5819,4896,504,3641,3966,5164,3350,992,682,3665,4216,6484,3449,6503,0,6050,6680,1089,6306,5458,853,2322,2224,0,5973,0
1356,1625,1466,2968,2996,2160,2348,2472,1350,2513,1417,299,2762,108,0,942,948,950,571,706,664,438,593,2527,3048,5742,5752,5594,1322,1817,1642,2149,2035,516,1691,1477,1313,2894,3214,1147,3,1852,2033,1950,43,978,597,2018,50,66,1428,1328,3723,2055,447,1885,2927,500,3003,3276,4084,6026,5691,4892,1770,2839,0,3799,3583,4202,3758,5025,3420,3987,599,3612,4892,2839,3,933,785,3555,1122,4459,0,3955,2082,1390,5848,3532,2023,4073,3975,0,4803,0
2031,1929,1849,1078,1094,1713,2083,1939,1525,2011,2682,1280,3636,400,1241,2055,2062,2061,864,1118,3297,689,986,3698,4125,4567,4566,4672,1510,2953,1669,2401,4677,4916,1674,2146,1802,2405,4483,975,217,3421,3962,2677,126,332,2761,502,782,200,4259,1747,3216,5712,5639,4939,5188,5558,5074,2784,4661,2067,3098,1947,5606,2785,1824,4126,5489,1619,1661,1435,4550,60,4807,2330,1947,2785,2203,5267,5268,4709,5162,1484,0,4740,5895,6215,1988,4511,2907,3732,3634,0,3919,0
3266,3100,3121,2806,2820,3001,3262,3172,1401,3203,106,1373,5277,0,157,1103,1109,1111,1020,1078,1943,901,1083,4497,4986,5518,5532,5366,162,3863,2734,3215,5738,5579,1140,508,482,3725,4491,8,3,3972,4240,2854,152,431,2074,2308,843,183,1474,1805,857,6680,5947,6320,6441,6283,6369,1273,6638,2786,6229,5542,6353,1048,0,6660,6488,3705,2780,1496,5590,1467,6187,2567,5542,1048,3,6551,6665,6540,6363,393,0,6771,1235,6116,5623,6685,649,1454,1356,0,6177,0
2792,2563,2458,1667,1679,2154,3547,3240,2376,3276,2848,1302,3843,1001,1656,1504,1511,1513,873,893,1283,512,1040,1487,2039,3772,3770,3752,1581,3303,1710,1917,3474,4124,1143,1356,1217,2990,4068,125,3,2445,4128,1584,64,193,4227,544,251,90,2836,1661,3831,3311,3360,2363,3941,4539,4236,2421,5185,2326,1856,3219,2779,2197,0,5636,6561,922,3197,2779,4479,337,3762,2768,3219,2197,3,3593,3859,4815,3452,2787,0,6144,3215,5978,3448,5872,1849,1610,1512,0,4977,0
135,189,125,1128,1135,377,364,324,402,289,1568,1466,1113,487,0,152,160,161,249,571,354,242,324,781,1430,1381,1405,922,1123,271,654,1252,4953,4547,1028,1011,927,3280,5986,114,3,494,553,2715,57,236,3722,2163,285,85,2952,212,656,5797,4026,4776,4886,5130,5068,2209,1199,3662,5885,4441,5051,1885,0,116,462,6505,3939,2148,5695,635,4752,637,4441,1885,3,4734,5220,1398,4414,1198,0,138,1402,3508,2112,298,1365,1225,1127,0,5461,0
1230,1298,1221,1326,1335,1352,1592,1573,1376,1634,319,1051,1212,0,0,876,883,884,497,566,1115,372,536,2145,5974,5111,5114,5170,1465,1612,2336,1324,4496,4458,1144,1210,1100,3107,3538,8,3,1311,1592,1936,81,475,1838,64,262,105,1787,1013,2417,4767,3622,3479,5435,4966,5502,2112,1376,3208,4888,3130,3999,1903,0,2334,2838,2732,2732,1563,4938,1097,2313,3402,3130,1903,3,2286,1994,1475,2422,1668,0,2591,2861,4948,2614,2326,1637,1679,1581,0,5189,0
1934,1912,1860,972,989,1533,1713,1641,1321,1710,2745,1015,3164,121,920,930,936,938,728,1225,3447,628,803,2724,2881,3115,3113,3121,1728,1992,1361,3413,1470,1840,1304,4754,3578,629,3741,869,3,3054,3278,4622,226,651,1188,438,1235,482,4854,1807,2686,2442,4717,5144,5397,1714,3761,6309,4653,5647,3044,4618,3391,6253,1052,3796,4205,3776,6127,5020,1356,3755,5093,2052,4618,6253,1942,6050,5435,6040,6422,5143,0,4510,4860,1687,1721,5669,6052,2760,2662,0,774,0
1230,1441,1260,1659,1671,1700,1576,1545,997,1571,341,1237,1316,283,241,501,508,509,498,573,1498,447,547,3625,6175,5301,5307,5527,1495,1986,2254,1332,3807,4443,1725,1846,1585,2622,4568,638,3,1954,1697,3528,133,210,4032,1206,801,192,4570,1897,3296,4785,5657,4426,4042,5048,3786,3660,1495,1386,900,4350,4395,3276,261,1594,2458,5511,796,1104,3563,3617,3859,2079,4350,3276,378,4224,4391,1530,4083,2416,0,3044,1141,4517,3428,2797,2513,3996,3898,0,4313,0
1634,1723,1461,1727,1743,2099,2272,2040,1337,2049,17,0,3072,194,1766,1551,1558,1559,596,643,1582,534,695,3222,3913,3207,3203,2845,1426,3338,1307,1678,5934,5869,1174,125,131,4076,5885,8,3,2570,2737,694,86,895,707,143,1290,106,5045,2626,3155,6415,5732,5014,5810,6612,6394,361,4700,1658,5708,6626,5459,319,0,3637,5007,1785,3671,3089,5949,1314,3468,909,6626,319,3,3494,4601,2406,3312,196,0,4252,3612,6171,3598,3339,161,2017,1919,0,6665,0
1526,1571,1512,1023,1040,1400,1589,1567,1320,1635,2915,1410,1959,309,67,1114,1120,1122,630,732,3273,497,671,831,1188,1547,1540,1463,1329,1135,723,994,1792,2202,1317,3815,2919,1288,4138,1140,3,2323,2599,4367,169,302,3038,284,1269,345,4158,1286,1519,2896,4840,4982,4400,2265,2977,6019,2724,5075,2853,6268,3333,5712,0,3266,3230,4727,6184,5108,1671,3523,1067,1921,6268,5712,3,378,689,3014,282,4753,0,3802,5093,2302,1852,4177,5027,2901,2803,0,1799,0
1883,2066,1820,1461,1488,1878,2094,2042,1367,1987,2929,1288,2091,139,430,871,878,879,692,763,2644,611,809,3586,4468,4367,4370,3960,1569,3016,1719,2045,1206,1345,1687,4339,3265,942,2002,2484,3,2928,3175,4348,127,305,3007,66,410,285,2151,1325,2285,1687,3185,3930,2724,1265,1713,5924,2838,6084,3420,4175,1962,5849,1377,4319,4925,3173,792,5187,1351,3402,3988,3887,4175,5849,1927,4306,4049,3320,4581,5473,0,5052,2204,1306,2950,5842,5613,3856,3758,0,1213,0
966,1171,1005,880,887,1193,1308,1283,1241,1348,2348,1015,2421,254,0,744,751,752,460,732,2833,364,499,1206,5174,4866,4870,4900,1335,1617,2099,2414,3360,3281,3525,2919,2330,1877,4959,2779,1332,1266,1332,3127,182,339,2694,1733,1520,329,4648,1021,1451,5119,6511,5593,5111,4833,4109,5135,3528,896,120,4956,5307,4758,292,1816,1699,4982,6227,247,2768,3670,2175,1470,4956,4758,532,1540,1601,3734,1544,2917,0,1741,3315,4658,1504,1726,3933,6110,6012,0,2893,0
1189,1249,1107,1324,1332,1761,1429,1329,790,1392,2878,1074,2557,412,2389,345,352,353,486,1056,3191,681,568,5058,5857,4940,4939,4981,1359,1770,2332,3517,1272,1525,3322,5355,4055,152,3921,3171,3,3381,1850,5009,161,433,2057,17,1585,565,4704,2068,1417,2455,6423,6361,5528,2290,3335,6737,3849,5045,1470,5692,4882,6710,211,1139,1851,5629,1193,849,1518,3912,5092,1209,5692,6710,922,5882,5091,5552,6571,5388,0,2034,3324,2338,2607,2540,6670,5673,5575,0,156,0
1485,1590,1418,1030,1047,1529,1675,1587,1285,1658,2803,1073,2039,124,1324,997,1003,1005,665,813,3367,595,750,2237,2611,2848,2850,2879,1513,2435,1290,2145,1564,1670,2126,5070,3818,389,2450,3899,1092,2959,3065,4673,152,397,2282,148,660,436,4592,1643,4722,2372,3982,4449,4154,1723,2847,5927,2550,5601,3231,2540,3736,6258,2533,3301,3582,3284,230,4566,1604,3578,3698,3467,2540,6258,3833,4147,3792,3177,4696,5030,0,3464,3964,1730,1875,4789,6379,4418,4320,0,447,0
1868,1933,1893,972,988,1391,2091,2077,1820,2147,2341,1040,596,305,241,770,777,778,645,493,1848,400,688,5233,5823,6057,6058,6065,1713,3081,2060,1134,5025,5022,2281,4081,3098,1109,4980,3240,3,1581,2688,3039,99,325,2826,855,660,199,3733,1195,2645,4787,3940,2919,4245,5871,5135,1088,1185,1795,3089,120,5743,2278,3707,3835,4897,2172,1533,1445,4698,3936,5713,1944,120,2278,4082,5802,5353,1101,6050,1123,0,4396,3542,6065,1719,4977,5326,4854,4756,0,1500,0
1860,2023,1860,2933,2829,2544,2634,2597,1232,2605,886,234,4744,126,344,1022,1028,1030,614,761,872,520,671,2188,2640,2955,2958,2774,1461,2706,1311,1863,5931,5877,1186,214,215,3992,4339,8,3,2474,2544,1520,69,425,2103,2192,305,82,2107,1720,2617,6681,6150,6024,5058,6590,6002,544,6289,2114,6176,5191,6191,463,0,5810,4456,4337,4802,3830,6416,1000,5153,2872,5191,463,3,4978,6020,4601,4509,199,0,5173,2130,5867,5802,4157,266,2181,2083,0,6560,0
2416,2792,2196,3554,3560,2830,3621,3414,2308,3067,1792,0,4543,0,897,1563,1570,1571,809,1308,1348,681,1124,3464,4357,5839,5845,4689,1667,3479,2571,3344,4037,3427,1148,1697,1473,2734,5755,8,3,3380,4313,2462,63,187,4307,2051,998,92,1583,1729,646,5421,4471,5171,3919,4066,3548,3916,6188,4044,5218,6130,4993,3395,0,5990,4888,5682,4858,3524,5994,413,3166,840,6130,3395,3,3129,3174,6536,3095,2169,0,6403,2373,3223,6584,6345,2317,1748,1650,0,4509,0
1148,1372,1283,1887,1928,1228,1483,1547,1388,1618,1031,311,589,36,0,881,888,889,524,311,1962,363,541,3458,1918,3972,3980,4198,1713,2260,1442,366,1579,1823,1806,3561,2751,1456,1801,2216,3,1264,1651,3712,107,398,2270,1973,359,185,1426,949,2272,2352,3918,4297,3433,1786,2303,5814,493,5550,3169,5880,2554,5497,0,2663,2275,5295,2553,968,2237,3650,446,4158,5880,5497,3,237,514,416,196,5007,0,2667,2256,1992,3932,2758,4719,4527,4429,0,2107,0
2919,2830,2733,2475,2494,2725,3003,2808,1460,2829,118,1308,5309,0,988,1159,1165,1167,874,1231,1981,792,987,1939,2478,2629,2598,2645,1475,2287,1068,3253,5654,5677,1140,697,651,3556,6331,8,3,3738,3986,1386,126,992,580,182,2064,156,3619,2370,196,6768,6731,6742,6729,6361,6499,1839,6667,1852,5063,6164,6655,1537,0,6398,6197,3463,3632,3004,5824,2052,6258,257,6164,1537,3,6576,6635,6725,6435,477,0,6569,1694,5976,5082,6310,913,1454,1356,0,5913,0
1790,1943,1728,1112,1201,1820,2924,2769,2148,2815,2691,1106,248,46,794,1335,1342,1345,659,285,933,426,774,3278,3757,4380,4381,4664,1562,3698,1671,560,3284,4159,1240,1214,1103,3104,6006,97,1521,1784,2925,1154,54,142,4752,1562,1186,79,4897,2305,3053,2853,3161,1825,1658,4693,2371,2094,240,1236,501,3073,2323,1889,392,4297,6534,232,3321,3164,4402,3535,1242,586,3073,1889,316,1559,1257,426,1775,3007,0,4803,2895,6090,2085,4209,1645,2494,2396,0,5181,0
2335,2304,2311,1560,1540,1823,1925,1882,1239,1932,73,1360,2189,404,371,2067,2074,2072,1115,1066,3680,1052,1222,4323,4555,4776,4779,4776,183,3058,2101,2285,2516,3446,1437,4024,3058,1149,4472,938,967,4216,4464,4584,206,315,2908,760,1382,389,3217,1504,784,4548,6480,6148,3629,3761,2277,6156,3177,2639,1332,6626,5442,5879,0,5850,4357,4855,789,769,2661,3408,3962,1588,6626,5879,3,4689,4359,3753,4885,3893,0,5405,5932,4127,3189,6016,5265,3290,3192,0,1561,0
1629,1315,1462,1034,1051,1795,1538,1407,863,1645,2564,0,1394,377,2329,424,431,432,515,580,1575,472,542,4073,5851,5901,5904,5828,1395,1740,1406,1387,566,650,3388,4811,3625,582,570,3835,3,2147,1662,4535,81,278,3267,2191,133,217,3082,1452,5227,518,2269,3493,904,604,420,6366,1620,82,3395,4767,447,6304,655,1247,2364,1822,2499,5301,568,3222,3408,4843,4767,6304,1060,3403,3291,1617,3610,6216,0,2083,2538,0,1885,2296,6109,5862,5764,0,717,0
1654,1754,1679,2872,2884,1913,2382,2349,1663,2391,1443,486,5228,72,246,733,740,741,564,786,722,418,609,1917,1889,2574,2563,2550,1311,1545,1219,2096,6024,5924,1355,665,624,3583,5863,636,3,1719,2141,2137,61,138,4787,2135,1213,81,1995,1317,717,6770,6357,6349,6275,6672,6541,370,6070,2024,6323,779,6652,382,1254,4411,3521,5134,4918,3954,6489,2035,1068,931,779,382,1546,1190,675,5325,1470,106,0,4522,1743,5591,5727,3758,864,3029,2931,0,5962,0
1214,1180,1170,2320,2362,1786,1365,1371,724,1439,1027,25,1338,174,0,616,623,624,466,568,907,419,501,5308,5333,4924,4924,4963,1411,1451,1904,1325,1456,1450,3449,4397,3306,901,1735,3601,3,1735,1346,3912,47,76,5233,2148,29,107,1478,1177,4660,1881,3179,3247,2760,1775,2043,5281,1558,5604,2877,2486,2278,5539,2585,1862,1813,3616,4586,3303,3018,3907,608,4513,2486,5539,3291,912,1288,1533,667,5160,0,1812,2674,1700,4798,1859,5678,6081,5983,0,1148,0
1437,1619,1493,2777,2790,1984,1902,1903,1046,1960,1319,396,3774,0,0,649,656,657,539,760,1034,456,577,2333,2603,2565,2556,2435,1464,1830,1172,2462,4865,4719,1140,1269,1150,3057,3165,8,3,2024,1915,1635,89,536,1557,2288,269,119,1204,1211,1802,5992,5619,5286,6468,5580,6143,2726,5310,2515,4416,4349,5474,2384,0,3399,2679,5943,3800,2959,5603,1957,6310,3733,4349,2384,3,6416,6407,4906,6291,1289,0,3840,623,4232,5575,3367,1728,1454,1356,0,5098,0
1193,358,1177,1179,1191,1303,785,772,429,1487,208,1332,3513,230,0,543,550,551,480,725,1384,370,316,1049,1175,247,245,3259,840,1556,271,2399,4678,4380,1065,1171,1065,3142,5109,245,3,1320,501,3000,116,289,3174,2367,1036,167,2894,1038,955,5876,4939,5241,4652,5075,4554,3016,5217,3346,5343,6626,5249,2522,0,1016,866,6302,1640,361,4542,3787,1478,1640,6626,2522,3,1066,799,4637,1300,1483,0,419,2093,4721,2243,604,1582,1293,1195,0,5244,0
3005,2909,2853,881,891,1708,2053,1978,1496,2038,2496,1252,4109,650,646,1743,1749,1747,1244,1489,3735,1051,1364,4682,4524,4355,4357,4371,1725,3765,2283,3512,2678,3594,1178,3976,3023,1184,6095,8,887,4211,4632,3494,313,885,723,1341,2224,588,5309,2550,513,4741,6545,6142,6614,3999,5526,6050,5794,2234,1104,5689,5609,5796,0,6412,6398,2517,5975,5069,1837,509,5279,318,5689,5796,3,6458,6018,6683,6618,3697,0,6533,6406,5170,1505,6739,5214,2105,2007,0,1612,0
598,751,588,1233,1240,1297,1105,1068,779,1079,273,1333,974,69,0,583,590,591,358,514,1923,380,408,1218,1143,658,656,605,1279,1435,506,886,3092,3508,871,2949,2350,1857,3983,1426,817,1407,862,3165,117,381,2385,158,764,220,3789,1095,2477,4255,4996,4601,2858,3863,2370,4651,1033,3357,2803,3670,4418,4446,1269,1286,1209,5660,920,335,3130,3392,403,2555,3670,4446,1606,107,278,1055,91,3224,0,978,1689,3644,2364,977,3973,991,893,0,2853,0
